id	vernacularName	language
4172	Kijkgaatje	nl
4173	Geelbandboegsprietmot	nl
4174	Spireaboegsprietmot	nl
4175	Zustermot	nl
4176	Zeeuwse boegsprietmot	nl
4177	Geel kijkgaatje	nl
4178	Gestreepte boegsprietmot	nl
4179	Zuringboegsprietmot	nl
4180	Tweevlekboegsprietmot	nl
4181	Olijfkleurige boegsprietmot	nl
4182	Zwartvlekboegsprietmot	nl
4183	Witvlekkijkgaatje	nl
4184	Zwamneusje	nl
4185	La Maure	fr
4185	Old Lady	en
4185	Schwarzes Ordensband	de
4185	Zwart weeskind	nl
4186	Elfenbankjesmot	nl
4187	Distelhermelijntje	nl
4188	Le Point blanc	fr
4188	Weißpunkt-Graseule	de
4188	White-point	en
4188	Witstipgrasuil	nl
4189	Brown-line Bright-eye	en
4189	Eenstreepgrasuil	nl
4189	La Conigère	fr
4189	Weißfleck-Graseule	de
4190	Clay	en
4190	Gekraagde grasuil	nl
4190	Kapuzen-Graseule	de
4190	La Noctuelle lythargyrée	fr
4191	La Leucanie souillée	fr
4191	Smoky Wainscot	en
4191	Stompvleugelgrasuil	nl
4191	Stumpfflügel-Graseule	de
4192	L-album Wainscot	en
4192	Le L blanc	fr
4192	Weißes L	de
4192	Witte-l-uil	nl
4193	Helmgrasuil	nl
4193	La Leucanie de l'Oyat	fr
4193	Shore Wainscot	en
4193	Strandhafer-Graseule	de
4194	Bleiche Graseule	de
4194	Bleke grasuil	nl
4194	Common Wainscot	en
4194	La Leucanie blafarde	fr
4195	Breitflügel-Graseule	de
4195	Grijze grasuil	nl
4195	La Leucanie pudorine	fr
4195	Striped Wainscot	en
4196	Kleine Wurzelstriemen-Graseule	de
4196	La Leucanie sicilienne	fr
4196	Wortelstreepgrasuil	nl
4197	La Leucanie paillée	fr
4197	Southern Wainscot	en
4197	Spitsvleugelgrasuil	nl
4197	Spitzflügel-Graseule	de
4198	Double Line	en
4198	La Noctuelle turque	fr
4198	Rotbraune Graseule	de
4198	Tweestreepgrasuil	nl
4199	Eenstipgrasuil	nl
4199	Getreide-Weißadereule	de
4199	La Leucanie orbicole	fr
4199	White-speck	en
4200	Delicate	en
4200	La Leucanie vitelline	fr
4200	Zuidelijke grasuil	nl
4201	Kameeltje	nl
4201	Le Bois-Veiné	fr
4201	Pebble Prominent	en
4201	Zickzack-Zahnspinner	de
4202	Buchdruckereule	de
4202	Gothic	en
4202	La Noctuelle typique	fr
4202	Splinterstreep	nl
4203	Poederzakdrager	nl
4203	Schwarzer Motten-Sackträger	de
4204	Moerasduiveltje	nl
4205	Gevlekte langsprietmot	nl
4206	Oranjebruin kroeskopje	nl
4207	Satijnkroeskopje	nl
4208	Gewoon kroeskopje	nl
4208	Korkmotte	de
4209	Gespikkeld kroeskopje	nl
4209	Kornmotte	de
4210	Donker kroeskopje	nl
4211	Auwald-Langhornfalter	de
4211	Brede langsprietmot	nl
4212	Bosbeslangsprietmot	nl
4213	Naaldboslangsprietmot	nl
4214	Okerkleurig kroeskopje	nl
4215	Zuidelijke langsprietmot	nl
4216	Bleke langsprietmot	nl
4217	Gehoekt kroeskopje	nl
4218	Tannennadel-Langhornfalter	de
4218	Zilversparlangsprietmot	nl
4219	Geaderde langsprietmot	nl
4219	Gelbschwarzer Nadelwald-Langhornfalter	de
4220	Koperkleurige langsprietmot	nl
4221	De Geers Langhornfalter	de
4221	Geelbandlangsprietmot	nl
4222	Goldglanz-Langhornfalter	de
4222	Goudrode langsprietmot	nl
4223	Ballotelangsprietmot	nl
4223	Binden-Langhornfalter	de
4224	Gouden langsprietmot	nl
4224	Witwenblumen-Langhornfalter	de
4225	Blauweknooplangsprietmot	nl
4225	Zwerg-Langhornfalter	de
4226	Geoogde langsprietmot	nl
4226	Ochsenheimers Langhornfalter	de
4227	Heidepalpmot	nl
4228	Bosbespalpmot	nl
4229	Donkere gazonpalpmot	nl
4230	Lichte gazonpalpmot	nl
4231	Geelkwastbladroller	nl
4232	Kraagvleugelmot	nl
4233	Bruingevlekte klerenmot	nl
4234	Smalle klerenmot	nl
4235	Witvlekje	nl
4236	Breitflügelige Bandeule	de
4236	La Hulotte	fr
4236	Lesser Yellow Underwing	en
4236	Volgeling	nl
4237	Breedbandhuismoeder	nl
4237	Broad-bordered Yellow Underwing	en
4237	Bunte Bandeule	de
4237	La Frangée	fr
4238	Hellbraune Bandeule	de
4238	Kleine huismoeder	nl
4238	Le Faux-Casque	fr
4238	Least Yellow Underwing	en
4239	Janthe-Bandeule	de
4239	Le Collier soufré	fr
4239	Lesser Broad-bordered Yellow Underwing	en
4239	Open-breedbandhuismoeder	nl
4240	Janthina-Bandeule	de
4240	Kleine breedbandhuismoeder	nl
4240	Langmaid's Yellow Underwing	en
4240	Le Casque	fr
4241	La Suivante	fr
4241	Lunar Yellow Underwing	en
4241	Schmalflügelige Bandeule	de
4241	Zwartpuntvolgeling	nl
4242	Hausmutter	de
4242	Huismoeder	nl
4242	Large Yellow Underwing	en
4242	Le Hibou	fr
4243	Birkenmoor-Kleinbärchen	de
4243	La Nole ravaudée	fr
4243	Licht visstaartje	nl
4243	Scarce Black Arches	en
4244	Hainbuchen-Kleinbärchen, Eichen-Grauspinnerchen	de
4244	La Nole crêtée, la Nole-Aigrette	fr
4244	Least Black Arches	en
4244	Vroeg visstaartje	nl
4245	Hecken-Kleinbärchen, Hecken-Grauspinnerchen	de
4245	Klein visstaartje	nl
4245	La Nole-capuchon	fr
4245	Short-cloaked Moth	en
4246	Bremvisstaartje	nl
4246	Ginster-Graueulchen	de
4247	Gamander-Kleinbärchen, Gamander-Graueulchen	de
4247	La Nole des Germandrées	fr
4247	Zuidelijk visstaartje	nl
4248	Luipaardlichtmot	nl
4249	Bulrush Wainscot	en
4249	La Nonagrie de la Massette	fr
4249	Lisdoddeboorder	nl
4249	Rohrkolbeneule	de
4250	Sneeuwschoudermot	nl
4251	Ahorn-Lappenspanner	de
4251	Esdoornblokspanner	nl
4251	La Lobophore de l'Erable	fr
4252	Zwartpootmot	nl
4253	Hermelijnbladroller	nl
4254	Dromedar-Zahnspinner	de
4254	Dromedaris	nl
4254	Iron Prominent	en
4254	Le Chameau	fr
4255	Smalle hermelijnbladroller	nl
4256	Scherpe hermelijnbladroller	nl
4257	Rozenhermelijnbladroller	nl
4258	Zwarte hermelijnbladroller	nl
4259	Geelbruine tandvlinder	nl
4259	Gelbbrauner Zahnspinner	de
4259	La Demi-Lune grise	fr
4259	Large Dark Prominent	en
4260	Zwarte hermelijnbladroller	nl
4261	Espen-Zahnspinner	de
4261	Le Dromadaire	fr
4261	Three-humped Prominent	en
4261	Wilgentandvlinder	nl
4262	Bramenbladroller	nl
4263	Blankflügel-Flechtenbärchen	de
4263	Bleek beertje	nl
4263	La Mondaine	fr
4263	Muslin Footman	en
4264	Eastern Nycteoline	en
4264	Kleine wilgenuil	nl
4264	La Nyctéole du Saule	fr
4264	Weiden-Wicklereulchen	de
4265	Zomerduinmot	nl
4266	Eichenhain-Wicklereulchen	de
4266	La Sarrothripe de Revay	fr
4266	Oak Nycteoline	en
4266	Variabele eikenuil	nl
4267	Camberwell Beauty	en
4267	Morio	fr
4267	Rouwmantel	nl
4267	Trauermantel	de
4268	Egelskopmot	nl
4269	Grande Tortue	fr
4269	Grote vos	nl
4269	Großer Fuchs	de
4269	Large Tortoiseshell	en
4270	Oostelijke vos	nl
4270	Tortue à pattes jaunes	fr
4270	Östlicher Großer Fuchs	de
4271	Groot dikkopje	nl
4271	Large Skipper	en
4271	Rostfarbiger Dickkopffalter	de
4271	Sylvaine	fr
4272	Common Lutestring	en
4272	La Double-Ligne, le Bipoint	fr
4272	Tweestip-orvlinder	nl
4272	Zweipunkt-Eulenspinner	de
4273	Bergvlasmineerborstelmot	nl
4273	Längsgestreifter Leinblatt-Zahnflügelfalter	de
4274	Flame Shoulder	en
4274	Haarbos	nl
4274	Hellrandige Erdeule	de
4274	Le Cordon blanc	fr
4275	Tarwestekelmot	nl
4276	Variabele stekelmot	nl
4277	Lichte stekelmot	nl
4278	Voorjaarsnaaldkwastje	nl
4279	Grijs naaldkwastje	nl
4280	Chimney Sweeper	en
4280	Kaminfegerle	de
4280	Le Ramoneur, le Tanagre du Cerfeuil	fr
4280	Rouwspanner	nl
4281	Doppelzahnspanner	de
4281	Getande spanner	nl
4281	L'Ennomos dentelé	fr
4281	Scalloped Hazel	en
4282	Berkentandvlinder	nl
4282	La Carmélite	fr
4282	Mönch-Zahnspinner	de
4282	Scarce Prominent	en
4283	Kersenspinner	nl
4283	La Feuille-Morte du Prunier	fr
4283	Pflaumenglucke	de
4283	Plum Lappet	en
4284	Molmboorder	nl
4285	Zwaveldominomot	nl
4286	Witte dominomot	nl
4287	Valse dominomot	nl
4288	Oeraldominomot	nl
4289	Pluimpjesvedermot	nl
4290	Weinmotte	de
4290	Wijnkeldermot	nl
4290	Yellow V Moth	en
4291	Geisha	nl
4292	La Noctuelle de la Canche	fr
4292	Middle-barred Minor	en
4292	Moorwiesen-Halmeulchen	de
4292	Oranjegeel halmuiltje	nl
4293	Donker halmuiltje	nl
4293	Dunkles Halmeulchen	de
4293	La Trompeuse	fr
4293	Tawny Marbled Minor	en
4294	Gelobd halmuiltje	nl
4294	La Noctuelle du Dactyle	fr
4294	Marbled Minor	en
4294	Striegel-Halmeulchen	de
4295	Bont halmuiltje	nl
4295	Buntes Halmeulchen	de
4295	La Procude versicolore	fr
4295	Rufous Minor	en
4296	Coureurmotje	nl
4297	La Xanthie lunulée	fr
4297	Lunar Underwing	en
4297	Maansikkeluil	nl
4297	Mondfleck-Herbsteule	de
4298	Prachtmot	nl
4299	Kleine wintervlinder	nl
4299	Kleiner Frostspanner	de
4299	La Cheimatobie hiémale, la Phalène brumeuse	fr
4299	Winter Moth	en
4300	Berkenwintervlinder	nl
4300	Buchen-Frostspanner	de
4300	La Cheimatobie du Hêtre	fr
4300	Northern Winter Moth	en
4301	Brimstone Moth	en
4301	Gelbspanner	de
4301	Hagedoornvlinder	nl
4301	La Citronnelle rouillée	fr
4302	Banana Moth	en
4302	Bananenboorder	nl
4302	Bananentriebbohrmotte	de
4303	Sorrel Bent-wing	en
4303	Witte oogklepmot	nl
4304	Heide-Bürstenspinner, Heide-Bürstenbinder	de
4304	Heidewitvlakvlinder	nl
4305	L'Etoilée, le Bombyx antique	fr
4305	Schlehen-Bürstenspinner, Schlehen-Bürstenbinder	de
4305	Vapourer	en
4305	Witvlakvlinder	nl
4306	Eckfleck-Bürstenspinner, Eckfleck-Bürstenbinder	de
4306	Hoekstipvlinder	nl
4306	La Soucieuse	fr
4306	Scarce Vapourer	en
4307	Bonte graanboorder	nl
4307	Brighton Wainscot	en
4307	Getreide-Steppeneule	de
4307	La Noctuelle musculeuse	fr
4308	Klokjessikkelpalpmot	nl
4309	Krijtlandmot	nl
4310	Berkenlichtmot	nl
4311	Common Quaker	en
4311	L'Orthosie du Cerisier	fr
4311	Rundflügel-Kätzcheneule	de
4311	Tweestreepvoorjaarsuil	nl
4312	Kleine Kätzcheneule	de
4312	Kleine voorjaarsuil	nl
4312	L'Orthosie farineuse	fr
4312	Small Quaker	en
4313	Gothica-Kätzcheneule	de
4313	Hebrew Character	en
4313	La Gothique	fr
4313	Nunvlinder	nl
4314	L'Orthosie gracile	fr
4314	Powdered Quaker	en
4314	Sierlijke voorjaarsuil	nl
4314	Spitzflügel-Kätzcheneule	de
4315	Clouded Drab	en
4315	L'Orthosie variable	fr
4315	Variabele voorjaarsuil	nl
4315	Variable Kätzcheneule	de
4316	Blossom Underwing	en
4316	Eikenvoorjaarsuil	nl
4316	L'Orthosie rougeoyante	fr
4316	Rötliche Kätzcheneule	de
4317	Gem	en
4317	L'Escortée, la Phalène dimorphe	fr
4317	Wandernder Blattspanner	de
4317	Zuidelijke banspanner	nl
4318	Bandvoorjaarsuil	nl
4318	La Téniocampe riche	fr
4318	Northern Drab	en
4318	Opima-Kätzcheneule	de
4319	L'Orthosie du Peuplier	fr
4319	Lead-coloured Drab	en
4319	Pappel-Kätzcheneule	de
4319	Populierenvoorjaarsuil	nl
4320	Rietstreepmot	nl
4321	Woudbladroller	nl
4322	La Phalène du Gaillet palustre, l'Orthonome ligneuse	fr
4322	Moeraswalstrospanner	nl
4322	Oblique Carpet	en
4322	Sumpflabkraut-Blattspanner	de
4323	European corn-borer	en
4323	Maisboorder	nl
4323	Maiszünsler	de
4324	La Phalène du Sureau	fr
4324	Nachtschwalbenschwanz, Holunderspanner	de
4324	Swallow-tailed Moth	en
4324	Vliervlinder	nl
4325	Havikskruidvedermot	nl
4326	Fraaie muizenoorvedermot	nl
4327	Muizenoorvedermot	nl
4328	Grijze heispanner	nl
4328	Horse Chestnut	en
4328	La Callunaire, la Pachycnémie des Callunes	fr
4328	Schmalflügeliger Heidekrautspanner	de
4329	Feathered Ear	en
4329	Gevlekte pijluil	nl
4329	La Coureuse	fr
4329	Trockenrasen-Blättereule	de
4330	Grote reuzenzakdrager	nl
4330	Zottiger Sackträger	de
4331	Alpenbeertje	nl
4331	L'Ecaille gris-souris	fr
4331	Mauer-Flechtenbärchen	de
4332	Satijnlichtmot	nl
4333	Meidoorndwergbladroller	nl
4334	Eikendwergbladroller	nl
4335	Gegolfde eikenbladroller	nl
4336	Fruitdwergbladroller	nl
4337	Oranje dwergbladroller	nl
4338	Morgenroodbladroller	nl
4339	Gewone dwergbladroller	nl
4340	Pauwdwergbladroller	nl
4341	Galdwergbladroller	nl
4342	Haakjesdwergbladroller	nl
4343	Grote dwergbladroller	nl
4344	Lindedwergbladroller	nl
4345	Berkendwergbladroller	nl
4346	Jeneverbesdwergbladroller	nl
4347	Grijze dwergbladroller	nl
4348	Sparrendwergbladroller	nl
4349	Populierendwergbladroller	nl
4350	Maanmot	nl
4351	Luciferbladroller	nl
4352	Sleedoorndwergbladroller	nl
4353	Prachtdwergbladroller	nl
4354	Donkere maanmot	nl
4355	Kleine viooltjesmot	nl
4356	Hondsviooltjesmot	nl
4357	Barred Fruit-tree Tortrix	en
4357	Kersenbladroller	nl
4358	Witsnuitbladroller	nl
4359	Chequered Fruit-tree Tortrix	en
4359	Hazelaarbladroller	nl
4360	Fijnmazige bladroller	nl
4361	Dark Fruit-tree Tortrix	en
4361	Leverkleurige bladroller	nl
4362	Dwerghuismoeder	nl
4362	Hornkraut-Tageulchen	de
4362	La Noctuelle héliaque	fr
4362	Small Yellow Underwing	en
4363	Dennenuil	nl
4363	Kieferneule, Forleule	de
4363	La Noctuelle du Pin	fr
4363	Pine Beauty	en
4364	Klosterfrau	de
4364	La Cénobite	fr
4364	Schijn-nonvlinder	nl
4365	Glaucous Shears	en
4365	Heide-schaaruil	nl
4365	L'Hadène glauque	fr
4365	Moorwald-Blättereule	de
4366	Koninginnenpage	nl
4366	Machaon	fr
4366	Schwalbenschwanz	de
4366	The Swallowtail	en
4367	Bont zandoogje	nl
4367	Speckled Wood	en
4367	Tircis	fr
4367	Waldbrettspiel	de
4368	Witkraagduifmot	nl
4369	Zebramot	nl
4370	Heu-Staubeule	de
4370	Huisuil	nl
4370	La Noctuelle cubiculaire	fr
4370	Pale Mottled Willow	en
4371	Glattbindiger Rindenspanner	de
4371	La Boarmie du Tilleul, la Boarmie convenable	fr
4371	Square Spot	en
4371	Vierkantspikkelspanner	nl
4372	L'Inégale	fr
4372	Paddestoeluil	nl
4372	Pilzeule	de
4372	Waved Black	en
4373	Scherpbandbladroller	nl
4374	Notenmot	nl
4375	Toortsmot	nl
4376	Meidoornduifmot	nl
4377	Lichte golfbandmot	nl
4378	L'Ecaille du Plantain	fr
4378	Weegbreebeer	nl
4378	Wegerichbär	de
4378	Wood Tiger	en
4379	La Diarsie grenadine	fr
4379	Moorheiden-Bodeneule	de
4379	Schaduwbreedvleugeluil	nl
4380	Honingbandmot	nl
4381	La Caradrine du Sélin	fr
4381	Sandflur-Staubeule	de
4381	Zandstofuil	nl
4382	Espen-Langhornminierfalter	de
4382	Populierensneeuwmot	nl
4383	Krabbenscheermot	nl
4384	La Xanthie falote	fr
4384	Pappelkätzcheneule, Die Suspekte	de
4384	Populierenuil	nl
4384	Suspected	en
4385	Dusky Clearwing	en
4385	Kleiner Pappel-Glasflügler	de
4385	Petite Sésie du peuplier	fr
4385	Populierenwespvlinder	nl
4386	Clay Fan-foot	en
4386	Gele snuituil	nl
4386	L'Herminie dérivée	fr
4386	Trübgelbe Spannereule	de
4387	Dingy Shears	en
4387	L'Upsilon	fr
4387	Weiden-Pappel-Rindeneule	de
4387	Wilgenschorsvlinder	nl
4388	Barberry Carpet	en
4388	Berberisspanner	nl
4388	Kleiner Berberitzenspanner	de
4388	La Phalène de l'Epine-Vinette	fr
4389	Clover slender	en
4389	Hauhechel-Blatttütenfalter	de
4389	Stalkruidmineermot	nl
4390	Acaciawolkje	nl
4390	Locust digitate leafminer	en
4390	Robinien-Blatttütenfalter	de
4391	Brindled White-spot	en
4391	La Boarmie frottée, la Boarmie sylvatique	fr
4391	Weißfleck-Rindenspanner	de
4391	Witvlekspikkelspanner	nl
4392	Hawthorn slender	en
4392	Meidoornzebramot	nl
4393	Berkenzebramot	nl
4393	Brown birch slender	en
4394	Haagbeukzebramot	nl
4394	Hornbeam slender	en
4395	Gewone zebramot	nl
4395	Hazel slender	en
4396	Beech slender	en
4396	Beukenzebramot	nl
4397	Pointed slender	en
4397	Sleedoornzebramot	nl
4398	Appelzebramot	nl
4398	Rowan slender	en
4399	Blackthorn slender	en
4399	Fraaie zebramot	nl
4400	L'Eupithécie carrée	fr
4400	Schlehen-Blütenspanner	de
4400	Sleedoorndwergspanner	nl
4400	Sloe Pug	en
4401	Bilberry Pug	en
4401	Bosbesdwergspanner	nl
4401	Heidelbeer-Blütenspanner	de
4401	L'Eupithécie de la Myrtille	fr
4402	Graugrüner Apfel-Blütenspanner	de
4402	Green Pug	en
4402	Groene dwergspanner	nl
4402	L'Eupithécie rectangulaire	fr
4403	Gepluimde snuituil	nl
4403	L'Herminie de la Garance	fr
4403	Plumed Fan-foot	en
4403	Steppenheiden-Spannereule	de
4404	Baardsnuituil	nl
4404	Bart-Spannereule	de
4404	Common Fan-foot	en
4404	L'Herminie barbue, la Raquette	fr
4405	Geaderde grasmot	nl
4406	Oranjebruine grasmot	nl
4407	Grote grasmot	nl
4408	Egaalbruine grasmot	nl
4409	Knoopkruidknoopvlekje	nl
4410	Dotted Footman	en
4410	Erlenmoor-Flechtenbärchen	de
4410	La Lithosie muscerde, la Lithosie crotte-souris	fr
4410	Muisbeertje	nl
4411	Klein muisbeertje	nl
4411	La Lithosie obtuse	fr
4411	Schilf-Flechtenbärchen	de
4411	Small Dotted Footman	en
4412	Dark Spinach	en
4412	Kajatehoutspanner	nl
4412	La Cidarie accompagnée, la Phalène de la Patte-d'Oie	fr
4412	Melden-Blattspanner	de
4413	Kleine tijmlichtmot	nl
4414	Veelkleurige lichtmot	nl
4415	Honinglichtmot	nl
4416	Tijmlichtmot	nl
4417	Heidelichtmot	nl
4418	Herbst-Kiefern-Nadelholzspanner	de
4418	Hoekbanddennenspanner	nl
4418	La Corythée pectinée	fr
4418	Pine Carpet	en
4419	Frambozenglasvlinder	nl
4419	Himbeer-Glasflügler	de
4419	Raspberry Clearwing	en
4419	Sésie du framboisier	fr
4420	Gestreepte bremspanner	nl
4420	Grass Wave	en
4420	Heide-Streifenspanner	de
4420	L'Etrille, La Phalène des landes	fr
4421	Dunkler Lichtnelken-Kapselspanner	de
4421	Koekoeksbloemspanner	nl
4421	La Périzome contrastée	fr
4421	Rivulet	en
4422	Grass Rivulet	en
4422	Klappertopf-Kapselspanner	de
4422	La Périzome du Rhinanthe	fr
4422	Ratelaarspanner	nl
4423	Hennepnetelspanner	nl
4423	Hohlzahn-Kapselspanner	de
4423	La Périzome coupée	fr
4423	Small Rivulet	en
4424	Eichen-Zahnspinner	de
4424	Eikentandvlinder	nl
4424	Great Prominent	en
4424	La Timide	fr
4425	Barred Rivulet	en
4425	Donkere ogentroostspanner	nl
4425	La Périzome soulignée	fr
4425	Zahntrost-Kapselspanner	de
4426	Augentrost-Kapselspanner	de
4426	La Périzome agréable	fr
4426	Ogentroostspanner	nl
4426	Pretty Pinion	en
4427	Prinsesbladroller	nl
4428	La Noctuelle du Pied d'Alouette	fr
4428	Pease Blossom	en
4428	Ridderspooruil	nl
4428	Rittersporn-Sonneneule	de
4429	Gelber Lichtnelken-Kapselspanner	de
4429	La Périzome décolorée, la Périzome à fascies jaunes	fr
4429	Sandy Carpet	en
4429	Silenespanner	nl
4430	Donkere silenespanner	nl
4430	Felsen-Kapselspanner	de
4430	La Périzome du Silène penché, la Périzome terne	fr
4431	Donkere spikkelspanner	nl
4431	La Boarmie de l'Yeuse	fr
4431	Lydd Beauty	en
4431	Südlicher Eichen-Baumspanner	de
4432	Kamperfoeliemineermot	nl
4433	La Boarmie rhomboïdale, la Boarmie commune	fr
4433	Rauten-Rindenspanner	de
4433	Taxusspikkelspanner	nl
4433	Willow Beauty	en
4434	Blauwvleugeluil	nl
4434	Grassteppen-Bodeneule	de
4434	La Noctuelle blessée	fr
4434	Pearly Underwing	en
4435	Feathered Beauty	en
4435	Geveerde spikkelspanner	nl
4435	La Boarmie des Résineux, la Boarmie seconde	fr
4435	Nadelholz-Rindenspanner	de
4436	Brown Silver-line	en
4436	La Phalène de l'Aquiline, la Pétrophore de la Fougère	fr
4436	Moorwald-Adlerfarnspanner	de
4436	Varenspanner	nl
4437	Heemstzaadmot	nl
4438	Zultebladroller	nl
4439	Buff-tip	en
4439	La Bucéphale, la Lunule	fr
4439	Mondvogel, Mondfleck	de
4439	Wapendrager	nl
4440	Guldenroedebladroller	nl
4441	Gemaskerde bladroller	nl
4441	Wall-lettuce conch	en
4442	Graslins Sackträger	de
4442	Veenheidezakdrager	nl
4443	Muntbladroller	nl
4444	Wederikbladroller	nl
4445	Grijsschildbladroller	nl
4446	Adlerfarn-Wurzelbohrer	de
4446	Gemarmerde wortelboorder	nl
4446	Map-winged swift	en
4446	Marbrure nébuleuse	fr
4447	Common Swift	en
4447	Kleiner Hopfen-Wurzelbohrer	de
4447	La Louvette	fr
4447	Slawortelboorder	nl
4448	Grijze borstelmot	nl
4449	Gevlekte borstelmot	nl
4450	Alcon Blue	en
4450	Azuré des mouillères	fr
4450	Gentiaanblauwtje	nl
4450	Lungenenzian-Ameisenbläuling	de
4451	Azuré du serpolet	fr
4451	Large Blue	en
4451	Quendel-Ameisenbläuling	de
4451	Tijmblauwtje	nl
4452	Azuré de la sanguisorbe	fr
4452	Heller Wiesenknopf-Ameisenbläuling	de
4452	Pimpernelblauwtje	nl
4452	Scarce Large Blue	en
4453	Berkenbrandvlekvlinder	nl
4453	Birken-Zahnspinner	de
4453	Le Bombyx Dictéoide, la Faïence	fr
4453	Lesser Swallow Prominent	en
4454	Brandvlerkvlinder	nl
4454	La Porcelaine	fr
4454	Pappel-Zahnspinner	de
4454	Swallow Prominent	en
4455	Tweepuntige lijnbladroller	nl
4456	Okerzilveren bladroller	nl
4457	Roestlijnbladroller	nl
4458	Vosrode lijnbladroller	nl
4459	Granietbladroller	nl
4460	Witvleklijnbladroller	nl
4461	Kalklijnbladroller	nl
4462	Echt-walstrospanner	nl
4462	La Cidarie rayée	fr
4462	Oblique Striped	en
4462	Streifenspanner	de
4463	La Phalène velue, la Phigalie velue	fr
4463	Pale Brindled Beauty	en
4463	Perentak	nl
4463	Schneespanner	de
4464	Klokbladroller	nl
4465	Bruine maanbladroller	nl
4466	Dark Umber	en
4466	Großer Kreuzdornspanner	de
4466	La Phalène du Nerprun	fr
4466	Wegedoornspanner	nl
4467	Brown Scallop	en
4467	Kleiner Kreuzdornspanner	de
4467	La Petite Phalène du Nerprun, La Vieillote	fr
4467	Sporkehoutspanner	nl
4468	Achateule	de
4468	Agaatvlinder	nl
4468	Angle Shades	en
4468	La Méticuleuse	fr
4469	Green Angle Shades	en
4469	Groene agaatvlinder	nl
4469	La Noctuelle amandine	fr
4469	Smaragdeule	de
4470	Bochtige smele-uil	nl
4470	Kleine Sumpfgraseule	de
4470	La Nonagrie des Canches	fr
4470	Small Dotted Buff	en
4471	Rietluipaard	nl
4472	Kleine beer	nl
4472	L'Ecaille cramoisie	fr
4472	Ruby Tiger	en
4472	Zimtbär, Rostflügelbär	de
4473	Kaiserbär	de
4473	Le Deuil, l'Ecaille funèbre	fr
4473	Sombere beer	nl
4474	Dof smalsnuitje	nl
4475	Aardappelmot	nl
4475	Kartoffel-Palpenmotte, Kartoffelmotte	de
4476	Schimmelbladroller	nl
4477	Tweekleurig smalsnuitje	nl
4478	Bont smalsnuitje	nl
4479	Grootvlekweidemot	nl
4480	Weidemot	nl
4481	Fraaie weidemot	nl
4482	Smalle weidemot	nl
4483	Eikenlichtmot	nl
4484	Kustweidemot	nl
4485	Maple midget	en
4485	Spaanse aakvouwmot	nl
4486	Bonte iepenvouwmot	nl
4487	Berkenopslagvouwmot	nl
4487	Small birch midget	en
4487	Zwergbirken-Faltenminierer	de
4488	Aspen midget	en
4488	Schaarse espenvouwmot	nl
4489	Gelijnde witvlekmot	nl
4489	Zweistreifiger Birken-Blattsackfalter	de
4490	Appelvouwmot	nl
4490	Brown apple midget	en
4491	Gold birch midget	en
4491	Grote berkenvouwmot	nl
4492	Cherry midget	en
4492	Kersenvouwmot	nl
4493	Bergbremstengelmineermot	nl
4493	Flügelginster-Faltenminierer	de
4495	Abeelvouwmot	nl
4495	Winter poplar midget	en
4496	Hawthorn midget	en
4496	Vruchtboomvouwmot	nl
4497	Hazelaarblaasmot	nl
4497	Nut-leaf blister moth	en
4498	Kweepeervouwmot	nl
4498	Quitten-Faltenminierer	de
4499	Scarce midget	en
4499	Tentjes-eikenvouwmot	nl
4500	Boswilgvouwmot	nl
4500	Southern midget	en
4501	Kamperfoelievouwmot	nl
4501	Large midget	en
4502	Dark hornbeam midget	en
4502	Haagbeukblaasmijnmot	nl
4503	Broad-barred midget	en
4503	Oranje elzenvouwmot	nl
4504	Gewone esdoornvouwmot	nl
4504	Sycamore midget	en
4505	White oak midget	en
4505	Witte eikenvouwmot	nl
4506	Gestreepte eikenvouwmot	nl
4506	Pale oak midget	en
4507	Gebandeerde wilgenvouwmot	nl
4507	Sallow midget	en
4508	Hulstblad	nl
4508	La Feuille morte de l'Yeuse	fr
4508	Small Lappet	en
4508	Weidenglucke	de
4509	Clover midget	en
4509	Klavervouwmot	nl
4510	Linden midget	en
4510	Lindenminiermotte	de
4510	Lindevouwmot	nl
4511	Noorse-esdoornvouwmot	nl
4511	White-bodied midget	en
4512	Preiselbeer-Miniermotte	de
4512	Upland midget	en
4512	Vossenbesvouwmot	nl
4513	Dark alder midget	en
4513	Goudrugelzenvouwmot	nl
4514	Gezaagde eikenvouwmot	nl
4514	Scarce oak midget	en
4515	Labyrintmot	nl
4516	Schneeball-Miniermotte	de
4516	Sneeuwbalvouwmot	nl
4516	Viburnum midget	en
4517	Fiery oak midget	en
4517	Prachteikenvouwmot	nl
4518	Feuerdornminiermotte	de
4518	Firethorn leaf-miner	en
4518	Vuurdoornvouwmot	nl
4519	Beech midget	en
4519	Beukenvouwmot	nl
4520	Honingklavervouwmot	nl
4521	Perenvouwmot	nl
4521	Scarce brown midget	en
4522	Garden midget	en
4522	Veelvraatvouwmot	nl
4523	Gevlekte eikenvouwmot	nl
4523	Western midget	en
4524	Hazelaarvouwmot	nl
4524	Red hazel midget	en
4525	Tentjes-klavervouwmot	nl
4525	Vetch midget	en
4526	Common thorn midget	en
4526	Meidoornvouwmot	nl
4527	Late wilgenvouwmot	nl
4527	Royal midget	en
4527	Später Weiden-Faltenminierer	de
4528	London midget	en
4528	Plataanvouwmot	nl
4528	Platanenminiermotte	de
4529	Grijze populierenvouwmot	nl
