id	type	identifier	description	creator	rightsHolder
4416	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PEMPORNA_iA_01_NuejJoF.jpg		Steeman Chris	Steeman Chris
4558	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PIERRAPA_iA_01.jpg		Steeman Chris	Steeman Chris
4431	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PERIILIC_iA_01_9AHlyRl.jpg		Steeman Chris	Steeman Chris
4376	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PARANEBU_iA_01_GYF6grJ.jpg		Steeman Chris	Steeman Chris
4398	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PAROSCOT_iM_01.jpg	gen. det. Steeman Chris, STC98M	Steeman Chris	Steeman Chris
4513	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHYLKLEM_m_01_vetrwnp.jpg		Steeman Chris	Steeman Chris
4347	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PAMMOBSC_iA_02_tONmSL3.jpg		Steeman Chris	Steeman Chris
4395	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PARODEVO_P_01_kDvkAuw.jpg		Steeman Chris	Steeman Chris
4532	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHYLRAJE_l_01_Vidmpav.jpg		Steeman Chris	Steeman Chris
4439	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHALBUCE_l_01_QtIaetS.jpg		Steeman Chris	Steeman Chris
4388	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PAREBERB_iA_01_nL5ZvjI.jpg		Sallaets Gaston	Sallaets Gaston
4412	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PELUCOMI_iA_02_m1HYE05.jpg		Steeman Chris	Steeman Chris
4536	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHYLSALC_iA_01_2uARsUu.jpg		Steeman Chris	Steeman Chris
4463	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHIGPILO_iM_03_vZx8WnP.jpg		Steeman Chris	Steeman Chris
4476	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHTHRUGO_l_02_MD4wzIs.jpg		Baugnée Jean-Yves	Baugnée Jean-Yves
4629	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PSEUMACU_iA_01_L78qRP1.jpg		Steeman Chris	Steeman Chris
4386	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PARATRIS_iA_01_3f7IJSZ.jpg		Steeman Chris	Steeman Chris
4404	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PECHSTRI_iA_02_l7rLXQQ.jpg		Steeman Chris	Steeman Chris
4621	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PSEUBRAN_iA_02_VFMdYrt.jpg		Veraghtert Wim	Veraghtert Wim
4555	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PIERBRAS_iA_03_CdJEEeF.jpg		Sallaets Gaston	Sallaets Gaston
4555	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PIERBRAS_p_02_N09lSkK.jpg		Baugnée Jean-Yves	Baugnée Jean-Yves
4557	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PIERNAPI_iA_01_dACTlM4.jpg		Baugnée Jean-Yves	Baugnée Jean-Yves
4573	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PLEBARGY_iA_01_czhj9m8.jpg		San Martin Gilles	San Martin Gilles
4589	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/POLYCALB_e_01_RiCNcpw.jpg		San Martin Gilles	San Martin Gilles
4579	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PLODINTE_iA_02_M8pAiNt.jpg		De Prins Willy	De Prins Willy
6269	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/EPIRAUTU_l_01_HKDYXWx.jpg	final instar larva	Voogd Jeroen	Voogd Jeroen
4410	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PELOMUSC_iA_02_ltwD8UU.jpg		Sallaets Gaston	Sallaets Gaston
4480	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHYCBINA_iA_01_Te9oJSF.jpg	gen. det. Wullaert Steve	Steeman Chris	Steeman Chris
4912	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/SYNAFLAV_iM_01_xdrDHgo.jpg		Steeman Chris	Steeman Chris
4584	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/POECPOPU_iM_01.jpg		Steeman Chris	Steeman Chris
4912	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/SYNAFLAV_bio_01_HlAoK4k.jpg	Typical swelling in a *Salix* branch with woodpecker holes above to pick out the caterpillar.	Steeman Chris	Steeman Chris
4622	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PSEUCAND_iA_02_48u9YtU.jpg		Vanwynsberghe Jan	Vanwynsberghe Jan
4050	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/LARECLAV_iWup_01.jpg	leg. A. Riemis, coll. RBINS.	De Prins Guido	De Prins Guido
4322	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/ORTHVITT_iMup_01.jpg	leg. Schuurmans, coll. RBINS.	De Prins Guido	De Prins Guido
4910	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/SYNACONO_p_03.jpg	Comparison of the pupae of *S. conopiformis* and *S. vespiformis*. Observe the difference in both size and number of the crochets on each segment, especially the abdominal ones.	Garrevoet Theo	Garrevoet Theo
4471	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHRACAST_iM_03.jpg		Steeman Chris	Steeman Chris
5533	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/ARGYBROCK_iA_03.jpg		Steeman Chris	Steeman Chris
4916	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/SYNASCOL_m_01.jpg	Exit hole in *Betula* trunk.	Steeman Chris	Steeman Chris
4470	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHOTMINI_iA_01_lMb0zrF.jpg		Steeman Chris	Steeman Chris
4916	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/SYNASCOL_m_02.jpg	Exit hole in *Betula* trunk.	Steeman Chris	Steeman Chris
4910	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/SYNACONO_bio_01.jpg	Damaged *Quercus robur* trunk. Larvae were found at the edges of the wound.	Meert Ruben	Meert Ruben
4916	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/SYNASCOL_m_03.jpg	Exit hole in *Betula* trunk.	Steeman Chris	Steeman Chris
4376	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PARANEBU_l_02_XRxApSw.jpg		Baugnée Jean-Yves	Baugnée Jean-Yves
5227	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/ACLEASPE_iA_03.jpg		Steeman Chris	Steeman Chris
4383	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PARASTRA_iW_01_uvmJ24j.jpg		Steeman Chris	Steeman Chris
4654	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PYRAAURA_l_02_0c7BS5j.jpg		Baugnée Jean-Yves	Baugnée Jean-Yves
4475	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHTHOPER_p_01_PYXWitF.jpg	pupa in opened cocoon	Snyers Chris	Snyers Chris
4147	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/MNIOSATU_iA_02_oLyegOk.jpg		Steeman Chris	Steeman Chris
5222	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/MENOABRU_iWup_01.jpg	leg. C. Warnotte, coll. G. De Prins.	De Prins Guido	De Prins Guido
4910	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/SYNACONO_iM_01.jpg	Larvae found in trunk of *Quercus robur*. Ex larva 2020-03-29.	Meert Ruben	Meert Ruben
4910	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/SYNACONO_iM_02_NRL1uX9.jpg	Larvae found in trunk of *Quercus robur*. Ex larva 2020-03-29.	Meert Ruben	Meert Ruben
4349	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PAMMPOPU_iA_02_z1frDn5.jpg	gen. det. Steeman Chris, STC255F	Steeman Chris	Steeman Chris
4672	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PYROTITH_iA_01.jpg		Steeman Chris	Steeman Chris
4485	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHYLACER_p_02_ZedOW9H.jpg		Baugnée Jean-Yves	Baugnée Jean-Yves
4516	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHYLLANT_m_01_1sGypeh.jpg		Steeman Chris	Steeman Chris
4524	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHYLNICE_m_01_kUB98yG.jpg		Steeman Chris	Steeman Chris
4493	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHYLCERN_m_04_Nyc7N8j.jpg		Baugnée Jean-Yves	Baugnée Jean-Yves
4147	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/MNIOSATU_iA_04.jpg	worn individual	Steeman Chris	Steeman Chris
4391	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PARESIMI_iA_02_T72rZxu.jpg		Steeman Chris	Steeman Chris
4431	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PERIILIC_iA_02_hNlVmOa.jpg		Steeman Chris	Steeman Chris
4497	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHYLCORL_iA_02_jJEswfU.jpg		Steeman Chris	Steeman Chris
4528	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHYLPLAT_iA_04_1AfPfAi.jpg		Steeman Chris	Steeman Chris
4595	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/POLYLICH_l_01_gyWCJch.jpg	young larva - lateral view	Voogd Jeroen	Voogd Jeroen
4472	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHRAFULI_iA_01_9GS3SzU.jpg		Steeman Chris	Steeman Chris
4553	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHYMHECT_iM_02_iEbzvo6.jpg		Steeman Chris	Steeman Chris
4536	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHYLSALC_iA_02_Wx7SGV7.jpg		Steeman Chris	Steeman Chris
4545	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHYLTENE_m_02_5HJd7PM.jpg		Steeman Chris	Steeman Chris
4650	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PTOCPAUP_iA_01_sumA1ik.jpg		Steeman Chris	Steeman Chris
4443	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHALMANN_iA_07_jCW0Yph.jpg		Jacobs Maarten	Jacobs Maarten
4667	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PYRGCART_iA_02_AW15V08.jpg		Vantieghem Pieter	Vantieghem Pieter
4588	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/POLYBELL_iA_05_kmJAnI8.jpg		San Martin Gilles	San Martin Gilles
4590	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/POLYCORI_iM_02_Vv5QlU9.jpg		Steeman Chris	Steeman Chris
4594	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/POLYICAR_iM_02_KEY7qRB.jpg		Steeman Chris	Steeman Chris
4566	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PLATCERU_iA_02_mOEG4wJ.jpg		Steeman Chris	Steeman Chris
4113	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/MESOALBI_iWup_02.jpg	leg. G. De Prins, coll. RBINS.	De Prins Guido	De Prins Guido
4322	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/ORTHOBST_iMup_02_WhSdv2c.jpg	leg. G. De Prins, coll. RBINS.	De Prins Guido	De Prins Guido
4508	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHYLILIC_iM_03.jpg		Steeman Chris	Steeman Chris
4632	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PSEUPRAS_l_01_aDxOc1P.jpg		Baugnée Jean-Yves	Baugnée Jean-Yves
4576	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PLEUARIS_iA_02_7oc8cbb.jpg		Steeman Chris	Steeman Chris
4639	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PSYCCAST_c_02_92Fh4MV.jpg		Steeman Chris	Steeman Chris
4910	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/SYNACONO_bio_02.jpg	Yellow frass indicating the presence of a larva in a damaged *Quercus robur* trunk.	Meert Ruben	Meert Ruben
4910	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/SYNACONO_hpl_01.jpg	Damaged *Quercus robur* tree.	Meert Ruben	Meert Ruben
4415	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PEMPOBDU_m_01_cOQpC0q.jpg		Baugnée Jean-Yves	Baugnée Jean-Yves
4910	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/SYNACONO_l_01.jpg	Larva found at the edges of a wound in a *Quercus robur* trunk.	Meert Ruben	Meert Ruben
4910	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/SYNACONO_l_02.jpg	Larva found at the edges of a wound in a *Quercus robur* trunk.	Meert Ruben	Meert Ruben
4910	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/SYNACONO_l_03.jpg	Larva found at the edges of a wound in a *Quercus robur* trunk.	Meert Ruben	Meert Ruben
4010	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/INFUIGNI_iA_01_lYX5UiJ.jpg		Steeman Chris	Steeman Chris
4910	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/SYNACONO_l_04.jpg	Larva found at the edges of a wound in a *Quercus robur* trunk.	Meert Ruben	Meert Ruben
4439	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHALBUCE_iA_02_PVJ30fh.jpg		Steeman Chris	Steeman Chris
5232	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/ACLEFERR_iM_02.jpg	gen. det. Steeman Chris, STC196M	Steeman Chris	Steeman Chris
5232	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/ACLEFERR_iM_03.jpg	gen. det. Steeman Chris, STC435M	Steeman Chris	Steeman Chris
5543	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/ARGYLJUN_iA_01_s0RURNt.jpg		Steeman Chris	Steeman Chris
5543	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/ARGYLJUN_iA_02_3Y5xfRU.jpg		Steeman Chris	Steeman Chris
4533	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHYLROBI_iA_01_Japz4OJ.jpg		Janssen Leo	Janssen Leo
4493	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHYLCERN_m_03_Xgvcl5W.jpg		Baugnée Jean-Yves	Baugnée Jean-Yves
4609	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PROCMYLL_l_02_eVOMnVW.jpg		Baugnée Jean-Yves	Baugnée Jean-Yves
4511	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHYLJOAN_m_03_JqYwwVQ.jpg		Steeman Chris	Steeman Chris
4910	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/SYNACONO_iM_03.jpg	Larvae found in trunk of *Quercus robur*. Ex larva 2020-03-29.	Meert Ruben	Meert Ruben
4621	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PSEUBRAN_iA_01_soQT2dR.jpg		Steeman Chris	Steeman Chris
4147	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/MNIOSATU_iA_05.jpg		Steeman Chris	Steeman Chris
4147	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/MNIOSATU_iA_06.jpg		Steeman Chris	Steeman Chris
4528	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHYLPLAT_iA_03_KRV0rGC.jpg		Steeman Chris	Steeman Chris
4536	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHYLSALC_p_01_8B0Szwl.jpg		Baugnée Jean-Yves	Baugnée Jean-Yves
4672	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PYROTITH_iA_02.jpg		Steeman Chris	Steeman Chris
4583	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PLUTXYLO_iA_02_10dRTlx.jpg		Steeman Chris	Steeman Chris
4388	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PAREBERB_iA_01_f1GOlro.jpg		Steeman Chris	Steeman Chris
4502	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHYLESPE_m_01_Vb90ftM.jpg	Upperside mine on *Carpinus betulus* in the middle of its development.	Steeman Chris	Steeman Chris
4513	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHYLKLEM_l_01.jpg		Steeman Chris	Steeman Chris
4524	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHYLNICE_m_02_egQoWnx.jpg		Steeman Chris	Steeman Chris
4529	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHYLPOPU_m_03_G6MBXeY.jpg	mine on *Populus* - view underside	Steeman Chris	Steeman Chris
4539	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHYLSCHR_l_01_INaThAJ.jpg		Steeman Chris	Steeman Chris
4360	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PANDDUME_iA_02_nANdIlD.jpg		Jacobs Maarten	Jacobs Maarten
4443	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHALMANN_iA_04_ikDVytQ.jpg		Jacobs Maarten	Jacobs Maarten
4443	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHALMANN_iA_03_HkJZpKd.jpg		Jacobs Maarten	Jacobs Maarten
4343	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PAMMGIGA_iA_01_MFyyec0.jpg		Jacobs Maarten	Jacobs Maarten
4555	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PIERBRAS_p_01_BODKxEL.jpg		Baugnée Jean-Yves	Baugnée Jean-Yves
4557	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PIERNAPI_iA_02_GEq2ksA.jpg		Baugnée Jean-Yves	Baugnée Jean-Yves
4620	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PSEUBATO_iA_03_i6FQWuN.jpg		Steeman Chris	Steeman Chris
4573	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PLEBARGY_iA_02_WW63Q9F.jpg		Steeman Chris	Steeman Chris
4579	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PLODINTE_iA_01_Moo4dFI.jpg		Pollet D.	Pollet D.
4410	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PELOMUSC_iA_01_xaInhhh.jpg		Steeman Chris	Steeman Chris
4616	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PROXHOSP_iA_01_LbP8cjA.jpg		Steeman Chris	Steeman Chris
4172	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/MONOLAEV_iA_02.jpg	reared from Barn owl pellets	Steeman Chris	Steeman Chris
4489	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHYLBIST_m_03_h7ieO1q.jpg		Baugnée Jean-Yves	Baugnée Jean-Yves
4910	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/SYNACONO_l_05.jpg	Larva found at the edges of a wound in a *Quercus robur* trunk.	Meert Ruben	Meert Ruben
4412	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PELUCOMI_iMup_01.jpg	leg. G. De Prins, coll. RBINS.	De Prins Guido	De Prins Guido
4910	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/SYNACONO_p_01_0FNYZAD.jpg	Exuvium. Larvae found in trunk of *Quercus robur*. Ex larva 2020-03-29.	Meert Ruben	Meert Ruben
4412	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PELUCOMI_iWup_01.jpg	leg. G. De Prins, coll. RBINS.	De Prins Guido	De Prins Guido
4609	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PROCMYLL_m_01_cvwhAC0.jpg		Baugnée Jean-Yves	Baugnée Jean-Yves
4356	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PANCSCHW_iA_01_1kzeCZU.jpg		Baugnée Jean-Yves	Baugnée Jean-Yves
4470	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHOTMINI_iA_02_EWvWuWp.jpg		Steeman Chris	Steeman Chris
4389	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PAREONON_m_01_gzv3qyg.jpg		Baugnée Jean-Yves	Baugnée Jean-Yves
4497	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHYLCORL_iA_01_bb6SAgg.jpg		Steeman Chris	Steeman Chris
4148	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/MOMAALPI_iA_02_jrfTR0C.jpg		Steeman Chris	Steeman Chris
3975	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/HYPPRECT_iA_04.jpg		Steeman Chris	Steeman Chris
4511	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHYLJOAN_p_01_Pb492Bt.jpg		Steeman Chris	Steeman Chris
4419	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PENNHYLA_iMup_01_bbgoIAs.jpg	Coll. Theo Garrevoet.	Garrevoet Theo	Garrevoet Theo
4385	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PARATABA_iMun_01_clhRJPG.jpg	Coll. Theo Garrevoet.	Garrevoet Theo	Garrevoet Theo
4659	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PYRAOBFU_iA_03_bneX9nF.jpg		De Prins Guido	De Prins Guido
4671	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PYROCHRY_iWun_01_lVjNrZr.jpg	Coll. Theo Garrevoet.	Garrevoet Theo	Garrevoet Theo
4524	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHYLNICE_l_01_joNshKf.jpg		Steeman Chris	Steeman Chris
4548	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHYLTRIS_m_01_VQlbEq9.jpg		Steeman Chris	Steeman Chris
4354	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PAMMTRAU_iA_01_Nw8SGvG.jpg		Janssen Leo	Janssen Leo
4549	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHYLULMI_p_01_bam9cNm.jpg		Steeman Chris	Steeman Chris
4635	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PSEUSUBO_iA_02_moX3l7m.jpg		Steeman Chris	Steeman Chris
3990	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/IDAEMACI_iA_02.jpg		Steeman Chris	Steeman Chris
4366	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PAPIMACH_e_01_fVZ512f.jpg		San Martin Gilles	San Martin Gilles
4667	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PYRGCART_iW_01_jhMxWUK.jpg		Vantieghem Pieter	Vantieghem Pieter
3990	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/IDAEMACI_iA_03.jpg		Steeman Chris	Steeman Chris
3990	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/IDAEMACI_iA_04.jpg		Steeman Chris	Steeman Chris
4588	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/POLYBELL_iM_02_2wimZDI.jpg		Steeman Chris	Steeman Chris
4617	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PSAMPULV_iA_01_BQhudjb.jpg		Wullaert Steve	Wullaert Steve
6277	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/EPIRTRIS_l_02_BWF8hnb.jpg	fully grown larva	Voogd Jeroen	Voogd Jeroen
4337	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PAMMAURA_iW_01.jpg	oviparous female on *Heracleum* sp.	Steeman Chris	Steeman Chris
6109	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/ECLISILA_p_01_N1EXYrT.jpg		Voogd Jeroen	Voogd Jeroen
6188	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/ELECCORY_l_02_JzaYdld.jpg		Voogd Jeroen	Voogd Jeroen
6225	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/EPHEWELS_iA_03.jpg		Steeman Chris	Steeman Chris
6225	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/EPHEWELS_iA_04.jpg		Steeman Chris	Steeman Chris
5775	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/CHARPULL_iA_04.jpg		Steeman Chris	Steeman Chris
4457	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHIAMICA_iA_01_mbg5tEj.jpg		Steeman Chris	Steeman Chris
4518	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHYLLEUC_m_01_sd63qNc.jpg		Steeman Chris	Steeman Chris
4546	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHYLTREM_iM_01.jpg		Steeman Chris	Steeman Chris
4371	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PARACONS_iA_03_7aO4Z0F.jpg		Steeman Chris	Steeman Chris
4423	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PERIALCH_iA_02_AMIk8ws.jpg		Steeman Chris	Steeman Chris
4597	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/POLYRIDE_iA_02_qJkT5Im.jpg		Steeman Chris	Steeman Chris
4517	Stillimage	https://projects.biodiversity.be/lepidoptera/media/specimen_pictures/PHYLLAUT_m_02_noMzMCB.jpg		Steeman Chris	Steeman Chris
