id	locality	countryCode	occurrenceStatus	eventDate
5193	Brabant province	BE	present	1980-2004
5193	Brabant province	BE	present	After 2004
5193	Hainaut province	BE	present	Before 1980
5193	Hainaut province	BE	present	1980-2004
5193	Hainaut province	BE	present	After 2004
5193	Namur province	BE	present	Before 1980
5193	Namur province	BE	present	1980-2004
5193	Namur province	BE	present	After 2004
5193	Liège province	BE	present	Before 1980
5193	Liège province	BE	present	1980-2004
5193	Liège province	BE	present	After 2004
5193	Luxembourg province	BE	present	Before 1980
5193	Luxembourg province	BE	present	1980-2004
5193	Luxembourg province	BE	present	After 2004
5194	West-Vlaanderen province	BE	present	Before 1980
5194	West-Vlaanderen province	BE	present	1980-2004
5194	West-Vlaanderen province	BE	present	After 2004
5194	Oost-Vlaanderen province	BE	present	Before 1980
5194	Oost-Vlaanderen province	BE	present	1980-2004
5194	Oost-Vlaanderen province	BE	present	After 2004
5194	Antwerpen province	BE	present	Before 1980
5194	Antwerpen province	BE	present	1980-2004
5194	Antwerpen province	BE	present	After 2004
5194	Limburg province	BE	present	Before 1980
5194	Limburg province	BE	present	1980-2004
5194	Limburg province	BE	present	After 2004
5194	Brabant province	BE	present	Before 1980
5194	Brabant province	BE	present	1980-2004
5194	Brabant province	BE	present	After 2004
5194	Hainaut province	BE	present	Before 1980
5194	Hainaut province	BE	present	1980-2004
5194	Hainaut province	BE	present	After 2004
5194	Namur province	BE	present	Before 1980
5194	Namur province	BE	present	1980-2004
5194	Namur province	BE	present	After 2004
5194	Liège province	BE	present	Before 1980
5194	Liège province	BE	present	1980-2004
5194	Liège province	BE	present	After 2004
5194	Luxembourg province	BE	present	Before 1980
5194	Luxembourg province	BE	present	1980-2004
5194	Luxembourg province	BE	present	After 2004
5195	Oost-Vlaanderen province	BE	present	1980-2004
5195	Antwerpen province	BE	present	Before 1980
5195	Antwerpen province	BE	present	1980-2004
5195	Antwerpen province	BE	present	After 2004
5195	Limburg province	BE	present	Before 1980
5195	Limburg province	BE	present	1980-2004
5195	Limburg province	BE	present	After 2004
5195	Brabant province	BE	present	Before 1980
5195	Brabant province	BE	present	1980-2004
5195	Brabant province	BE	present	After 2004
5195	Hainaut province	BE	present	Before 1980
5195	Hainaut province	BE	present	1980-2004
5195	Hainaut province	BE	present	After 2004
5195	Namur province	BE	present	Before 1980
5195	Namur province	BE	present	1980-2004
5195	Namur province	BE	present	After 2004
5195	Liège province	BE	present	Before 1980
5195	Liège province	BE	present	1980-2004
5195	Liège province	BE	present	After 2004
5195	Luxembourg province	BE	present	Before 1980
5195	Luxembourg province	BE	present	1980-2004
5195	Luxembourg province	BE	present	After 2004
5196	West-Vlaanderen province	BE	present	Before 1980
5196	West-Vlaanderen province	BE	present	1980-2004
5196	West-Vlaanderen province	BE	present	After 2004
5196	Oost-Vlaanderen province	BE	present	Before 1980
5196	Oost-Vlaanderen province	BE	present	1980-2004
5196	Oost-Vlaanderen province	BE	present	After 2004
5196	Antwerpen province	BE	present	Before 1980
5196	Antwerpen province	BE	present	1980-2004
5196	Antwerpen province	BE	present	After 2004
5196	Limburg province	BE	present	Before 1980
5196	Limburg province	BE	present	1980-2004
5196	Limburg province	BE	present	After 2004
5196	Brabant province	BE	present	Before 1980
5196	Brabant province	BE	present	1980-2004
5196	Brabant province	BE	present	After 2004
5196	Hainaut province	BE	present	Before 1980
5196	Hainaut province	BE	present	1980-2004
5196	Hainaut province	BE	present	After 2004
5196	Namur province	BE	present	Before 1980
5196	Namur province	BE	present	1980-2004
5196	Namur province	BE	present	After 2004
5196	Liège province	BE	present	Before 1980
5196	Liège province	BE	present	1980-2004
5196	Liège province	BE	present	After 2004
5196	Luxembourg province	BE	present	Before 1980
5196	Luxembourg province	BE	present	1980-2004
5196	Luxembourg province	BE	present	After 2004
5214	West-Vlaanderen province	BE	present	After 2004
5214	Oost-Vlaanderen province	BE	present	Before 1980
5214	Oost-Vlaanderen province	BE	present	After 2004
5214	Antwerpen province	BE	present	Before 1980
5214	Antwerpen province	BE	present	1980-2004
5214	Antwerpen province	BE	present	After 2004
5214	Limburg province	BE	present	1980-2004
5214	Limburg province	BE	present	After 2004
5214	Brabant province	BE	present	Before 1980
5214	Brabant province	BE	present	1980-2004
5214	Brabant province	BE	present	After 2004
5214	Hainaut province	BE	present	Before 1980
5214	Hainaut province	BE	present	After 2004
5214	Namur province	BE	present	Before 1980
5214	Namur province	BE	present	1980-2004
5214	Namur province	BE	present	After 2004
5214	Liège province	BE	present	Before 1980
5214	Liège province	BE	present	1980-2004
5214	Liège province	BE	present	After 2004
5214	Luxembourg province	BE	present	Before 1980
5214	Luxembourg province	BE	present	1980-2004
5214	Luxembourg province	BE	present	After 2004
5222	West-Vlaanderen province	BE	present	After 2004
5222	Oost-Vlaanderen province	BE	present	After 2004
5222	Antwerpen province	BE	present	After 2004
5222	Hainaut province	BE	present	After 2004
5222	Namur province	BE	present	After 2004
5222	Liège province	BE	present	After 2004
5222	Luxembourg province	BE	present	Before 1980
5222	Luxembourg province	BE	present	After 2004
4113	West-Vlaanderen province	BE	present	Before 1980
4113	West-Vlaanderen province	BE	present	1980-2004
4113	West-Vlaanderen province	BE	present	After 2004
4113	Oost-Vlaanderen province	BE	present	Before 1980
4113	Oost-Vlaanderen province	BE	present	1980-2004
4113	Oost-Vlaanderen province	BE	present	After 2004
4113	Antwerpen province	BE	present	Before 1980
4113	Antwerpen province	BE	present	1980-2004
4113	Antwerpen province	BE	present	After 2004
4113	Limburg province	BE	present	Before 1980
4113	Limburg province	BE	present	1980-2004
4113	Limburg province	BE	present	After 2004
4113	Brabant province	BE	present	Before 1980
4113	Brabant province	BE	present	1980-2004
4113	Brabant province	BE	present	After 2004
4113	Hainaut province	BE	present	Before 1980
4113	Hainaut province	BE	present	After 2004
4113	Namur province	BE	present	Before 1980
4113	Namur province	BE	present	1980-2004
4113	Namur province	BE	present	After 2004
4113	Liège province	BE	present	Before 1980
4113	Liège province	BE	present	1980-2004
4113	Liège province	BE	present	After 2004
4113	Luxembourg province	BE	present	Before 1980
4113	Luxembourg province	BE	present	1980-2004
4113	Luxembourg province	BE	present	After 2004
4114	West-Vlaanderen province	BE	present	1980-2004
4114	West-Vlaanderen province	BE	present	After 2004
4114	Oost-Vlaanderen province	BE	present	1980-2004
4114	Oost-Vlaanderen province	BE	present	After 2004
4114	Antwerpen province	BE	present	1980-2004
4114	Antwerpen province	BE	present	After 2004
4114	Limburg province	BE	present	After 2004
4114	Brabant province	BE	present	Before 1980
4114	Brabant province	BE	present	1980-2004
4114	Brabant province	BE	present	After 2004
4114	Hainaut province	BE	present	Before 1980
4114	Hainaut province	BE	present	1980-2004
4114	Hainaut province	BE	present	After 2004
4114	Namur province	BE	present	1980-2004
4114	Namur province	BE	present	After 2004
4114	Liège province	BE	present	Before 1980
4114	Liège province	BE	present	1980-2004
4114	Liège province	BE	present	After 2004
4114	Luxembourg province	BE	present	Before 1980
4114	Luxembourg province	BE	present	1980-2004
4114	Luxembourg province	BE	present	After 2004
4118	Namur province	BE	present	Before 1980
4118	Liège province	BE	present	Before 1980
4118	Luxembourg province	BE	present	Before 1980
4118	Luxembourg province	BE	present	1980-2004
4139	Namur province	BE	present	Before 1980
4139	Namur province	BE	present	1980-2004
4139	Namur province	BE	present	After 2004
4139	Liège province	BE	present	Before 1980
4139	Liège province	BE	present	After 2004
4139	Luxembourg province	BE	present	Before 1980
4139	Luxembourg province	BE	present	1980-2004
4139	Luxembourg province	BE	present	After 2004
4251	Namur province	BE	present	Before 1980
4251	Namur province	BE	present	1980-2004
4251	Namur province	BE	present	After 2004
4251	Luxembourg province	BE	present	Before 1980
4251	Luxembourg province	BE	present	1980-2004
4251	Luxembourg province	BE	present	After 2004
4317	West-Vlaanderen province	BE	present	Before 1980
4317	West-Vlaanderen province	BE	present	1980-2004
4317	West-Vlaanderen province	BE	present	After 2004
4317	Oost-Vlaanderen province	BE	present	Before 1980
4317	Oost-Vlaanderen province	BE	present	1980-2004
4317	Oost-Vlaanderen province	BE	present	After 2004
4317	Antwerpen province	BE	present	Before 1980
4317	Antwerpen province	BE	present	1980-2004
4317	Antwerpen province	BE	present	After 2004
4317	Limburg province	BE	present	Before 1980
4317	Limburg province	BE	present	After 2004
4317	Brabant province	BE	present	Before 1980
4317	Brabant province	BE	present	1980-2004
4317	Brabant province	BE	present	After 2004
4317	Hainaut province	BE	present	Before 1980
4317	Hainaut province	BE	present	1980-2004
4317	Hainaut province	BE	present	After 2004
4317	Namur province	BE	present	Before 1980
4317	Namur province	BE	present	1980-2004
4317	Namur province	BE	present	After 2004
4317	Liège province	BE	present	Before 1980
4317	Liège province	BE	present	After 2004
4317	Luxembourg province	BE	present	Before 1980
4317	Luxembourg province	BE	present	After 2004
4280	Namur province	BE	present	Before 1980
4280	Namur province	BE	present	1980-2004
4280	Namur province	BE	present	After 2004
4280	Liège province	BE	present	Before 1980
4280	Liège province	BE	present	1980-2004
4280	Liège province	BE	present	After 2004
4280	Luxembourg province	BE	present	Before 1980
4280	Luxembourg province	BE	present	1980-2004
4280	Luxembourg province	BE	present	After 2004
4281	West-Vlaanderen province	BE	present	1980-2004
4281	West-Vlaanderen province	BE	present	After 2004
4281	Oost-Vlaanderen province	BE	present	Before 1980
4281	Oost-Vlaanderen province	BE	present	1980-2004
4281	Oost-Vlaanderen province	BE	present	After 2004
4281	Antwerpen province	BE	present	Before 1980
4281	Antwerpen province	BE	present	1980-2004
4281	Antwerpen province	BE	present	After 2004
4281	Limburg province	BE	present	Before 1980
4281	Limburg province	BE	present	1980-2004
4281	Limburg province	BE	present	After 2004
4281	Brabant province	BE	present	Before 1980
4281	Brabant province	BE	present	1980-2004
4281	Brabant province	BE	present	After 2004
4281	Hainaut province	BE	present	Before 1980
4281	Hainaut province	BE	present	After 2004
4281	Namur province	BE	present	Before 1980
4281	Namur province	BE	present	1980-2004
4281	Namur province	BE	present	After 2004
4281	Liège province	BE	present	Before 1980
4281	Liège province	BE	present	1980-2004
4281	Liège province	BE	present	After 2004
4281	Luxembourg province	BE	present	Before 1980
4281	Luxembourg province	BE	present	1980-2004
4281	Luxembourg province	BE	present	After 2004
4299	West-Vlaanderen province	BE	present	Before 1980
4299	West-Vlaanderen province	BE	present	1980-2004
4299	West-Vlaanderen province	BE	present	After 2004
4299	Oost-Vlaanderen province	BE	present	Before 1980
4299	Oost-Vlaanderen province	BE	present	1980-2004
4299	Oost-Vlaanderen province	BE	present	After 2004
4299	Antwerpen province	BE	present	Before 1980
4299	Antwerpen province	BE	present	1980-2004
4299	Antwerpen province	BE	present	After 2004
4299	Limburg province	BE	present	Before 1980
4299	Limburg province	BE	present	1980-2004
4299	Limburg province	BE	present	After 2004
4299	Brabant province	BE	present	Before 1980
4299	Brabant province	BE	present	1980-2004
4299	Brabant province	BE	present	After 2004
4299	Hainaut province	BE	present	Before 1980
4299	Hainaut province	BE	present	1980-2004
4299	Hainaut province	BE	present	After 2004
4299	Namur province	BE	present	Before 1980
4299	Namur province	BE	present	1980-2004
4299	Namur province	BE	present	After 2004
4299	Liège province	BE	present	Before 1980
4299	Liège province	BE	present	1980-2004
4299	Liège province	BE	present	After 2004
4299	Luxembourg province	BE	present	Before 1980
4299	Luxembourg province	BE	present	1980-2004
4299	Luxembourg province	BE	present	After 2004
4300	Oost-Vlaanderen province	BE	present	After 2004
4300	Antwerpen province	BE	present	After 2004
4300	Limburg province	BE	present	Before 1980
4300	Limburg province	BE	present	1980-2004
4300	Limburg province	BE	present	After 2004
4300	Brabant province	BE	present	Before 1980
4300	Brabant province	BE	present	1980-2004
4300	Brabant province	BE	present	After 2004
4300	Hainaut province	BE	present	Before 1980
4300	Hainaut province	BE	present	After 2004
4300	Namur province	BE	present	Before 1980
4300	Namur province	BE	present	1980-2004
4300	Namur province	BE	present	After 2004
4300	Liège province	BE	present	Before 1980
4300	Liège province	BE	present	1980-2004
4300	Liège province	BE	present	After 2004
4300	Luxembourg province	BE	present	Before 1980
4300	Luxembourg province	BE	present	1980-2004
4300	Luxembourg province	BE	present	After 2004
4301	West-Vlaanderen province	BE	present	Before 1980
4301	West-Vlaanderen province	BE	present	1980-2004
4301	West-Vlaanderen province	BE	present	After 2004
4301	Oost-Vlaanderen province	BE	present	Before 1980
4301	Oost-Vlaanderen province	BE	present	1980-2004
4301	Oost-Vlaanderen province	BE	present	After 2004
4301	Antwerpen province	BE	present	Before 1980
4301	Antwerpen province	BE	present	1980-2004
4301	Antwerpen province	BE	present	After 2004
4301	Limburg province	BE	present	Before 1980
4301	Limburg province	BE	present	1980-2004
4301	Limburg province	BE	present	After 2004
4301	Brabant province	BE	present	Before 1980
4301	Brabant province	BE	present	1980-2004
4301	Brabant province	BE	present	After 2004
4301	Hainaut province	BE	present	Before 1980
4301	Hainaut province	BE	present	1980-2004
4301	Hainaut province	BE	present	After 2004
4301	Namur province	BE	present	Before 1980
4301	Namur province	BE	present	1980-2004
4301	Namur province	BE	present	After 2004
4301	Liège province	BE	present	Before 1980
4301	Liège province	BE	present	1980-2004
4301	Liège province	BE	present	After 2004
4301	Luxembourg province	BE	present	Before 1980
4301	Luxembourg province	BE	present	1980-2004
4301	Luxembourg province	BE	present	After 2004
4322	West-Vlaanderen province	BE	present	Before 1980
4322	West-Vlaanderen province	BE	present	1980-2004
4322	West-Vlaanderen province	BE	present	After 2004
4322	Oost-Vlaanderen province	BE	present	Before 1980
4322	Oost-Vlaanderen province	BE	present	1980-2004
4322	Oost-Vlaanderen province	BE	present	After 2004
4322	Antwerpen province	BE	present	Before 1980
4322	Antwerpen province	BE	present	1980-2004
4322	Antwerpen province	BE	present	After 2004
4322	Limburg province	BE	present	Before 1980
4322	Limburg province	BE	present	After 2004
4322	Brabant province	BE	present	Before 1980
4322	Hainaut province	BE	present	Before 1980
4322	Hainaut province	BE	present	After 2004
4322	Namur province	BE	present	Before 1980
4322	Namur province	BE	present	After 2004
4322	Liège province	BE	present	Before 1980
4322	Liège province	BE	present	1980-2004
4322	Liège province	BE	present	After 2004
4322	Luxembourg province	BE	present	Before 1980
4322	Luxembourg province	BE	present	1980-2004
4322	Luxembourg province	BE	present	After 2004
4324	West-Vlaanderen province	BE	present	Before 1980
4324	West-Vlaanderen province	BE	present	1980-2004
4324	West-Vlaanderen province	BE	present	After 2004
4324	Oost-Vlaanderen province	BE	present	Before 1980
4324	Oost-Vlaanderen province	BE	present	1980-2004
4324	Oost-Vlaanderen province	BE	present	After 2004
4324	Antwerpen province	BE	present	Before 1980
4324	Antwerpen province	BE	present	1980-2004
4324	Antwerpen province	BE	present	After 2004
4324	Limburg province	BE	present	Before 1980
4324	Limburg province	BE	present	1980-2004
4324	Limburg province	BE	present	After 2004
4324	Brabant province	BE	present	Before 1980
4324	Brabant province	BE	present	1980-2004
4324	Brabant province	BE	present	After 2004
4324	Hainaut province	BE	present	Before 1980
4324	Hainaut province	BE	present	1980-2004
4324	Hainaut province	BE	present	After 2004
4324	Namur province	BE	present	Before 1980
4324	Namur province	BE	present	1980-2004
4324	Namur province	BE	present	After 2004
4324	Liège province	BE	present	Before 1980
4324	Liège province	BE	present	1980-2004
4324	Liège province	BE	present	After 2004
4324	Luxembourg province	BE	present	Before 1980
4324	Luxembourg province	BE	present	1980-2004
4324	Luxembourg province	BE	present	After 2004
4328	West-Vlaanderen province	BE	present	Before 1980
4328	Oost-Vlaanderen province	BE	present	Before 1980
4328	Antwerpen province	BE	present	Before 1980
4328	Antwerpen province	BE	present	1980-2004
4328	Antwerpen province	BE	present	After 2004
4328	Limburg province	BE	present	Before 1980
4328	Limburg province	BE	present	1980-2004
4328	Limburg province	BE	present	After 2004
4328	Brabant province	BE	present	Before 1980
4328	Brabant province	BE	present	1980-2004
4328	Brabant province	BE	present	After 2004
4328	Hainaut province	BE	present	Before 1980
4328	Hainaut province	BE	present	After 2004
4328	Namur province	BE	present	Before 1980
4328	Namur province	BE	present	1980-2004
4328	Namur province	BE	present	After 2004
4328	Liège province	BE	present	Before 1980
4328	Liège province	BE	present	After 2004
4328	Luxembourg province	BE	present	Before 1980
4328	Luxembourg province	BE	present	After 2004
4371	Brabant province	BE	present	Before 1980
4371	Hainaut province	BE	present	Before 1980
4371	Hainaut province	BE	present	1980-2004
4371	Namur province	BE	present	Before 1980
4371	Namur province	BE	present	1980-2004
4371	Namur province	BE	present	After 2004
4371	Liège province	BE	present	Before 1980
4371	Liège province	BE	present	After 2004
4371	Luxembourg province	BE	present	Before 1980
4371	Luxembourg province	BE	present	1980-2004
4371	Luxembourg province	BE	present	After 2004
4391	West-Vlaanderen province	BE	present	Before 1980
4391	West-Vlaanderen province	BE	present	After 2004
4391	Oost-Vlaanderen province	BE	present	Before 1980
4391	Oost-Vlaanderen province	BE	present	1980-2004
4391	Oost-Vlaanderen province	BE	present	After 2004
4391	Antwerpen province	BE	present	Before 1980
4391	Antwerpen province	BE	present	1980-2004
4391	Antwerpen province	BE	present	After 2004
4391	Limburg province	BE	present	Before 1980
4391	Limburg province	BE	present	1980-2004
4391	Limburg province	BE	present	After 2004
4391	Brabant province	BE	present	Before 1980
4391	Brabant province	BE	present	After 2004
4391	Hainaut province	BE	present	Before 1980
4391	Hainaut province	BE	present	After 2004
4391	Namur province	BE	present	Before 1980
4391	Namur province	BE	present	1980-2004
4391	Namur province	BE	present	After 2004
4391	Liège province	BE	present	Before 1980
4391	Liège province	BE	present	1980-2004
4391	Liège province	BE	present	After 2004
4391	Luxembourg province	BE	present	Before 1980
4391	Luxembourg province	BE	present	1980-2004
4391	Luxembourg province	BE	present	After 2004
4388	West-Vlaanderen province	BE	present	1980-2004
4388	West-Vlaanderen province	BE	present	After 2004
4388	Oost-Vlaanderen province	BE	present	After 2004
4388	Antwerpen province	BE	present	1980-2004
4388	Antwerpen province	BE	present	After 2004
4388	Limburg province	BE	present	1980-2004
4388	Limburg province	BE	present	After 2004
4388	Brabant province	BE	present	Before 1980
4388	Brabant province	BE	present	1980-2004
4388	Brabant province	BE	present	After 2004
4388	Hainaut province	BE	present	1980-2004
4388	Hainaut province	BE	present	After 2004
4388	Namur province	BE	present	Before 1980
4388	Namur province	BE	present	1980-2004
4388	Namur province	BE	present	After 2004
4388	Liège province	BE	present	Before 1980
4388	Liège province	BE	present	1980-2004
4388	Liège province	BE	present	After 2004
4388	Luxembourg province	BE	present	Before 1980
4388	Luxembourg province	BE	present	1980-2004
4388	Luxembourg province	BE	present	After 2004
4400	West-Vlaanderen province	BE	present	After 2004
4400	Oost-Vlaanderen province	BE	present	Before 1980
4400	Oost-Vlaanderen province	BE	present	After 2004
4400	Antwerpen province	BE	present	Before 1980
4400	Antwerpen province	BE	present	After 2004
4400	Limburg province	BE	present	1980-2004
4400	Limburg province	BE	present	After 2004
4400	Brabant province	BE	present	Before 1980
4400	Brabant province	BE	present	After 2004
4400	Hainaut province	BE	present	After 2004
4400	Namur province	BE	present	Before 1980
4400	Namur province	BE	present	1980-2004
4400	Namur province	BE	present	After 2004
4400	Liège province	BE	present	Before 1980
4400	Liège province	BE	present	1980-2004
4400	Liège province	BE	present	After 2004
4400	Luxembourg province	BE	present	Before 1980
4400	Luxembourg province	BE	present	1980-2004
4400	Luxembourg province	BE	present	After 2004
4401	Antwerpen province	BE	present	Before 1980
4401	Antwerpen province	BE	present	1980-2004
4401	Antwerpen province	BE	present	After 2004
4401	Limburg province	BE	present	After 2004
4401	Brabant province	BE	present	Before 1980
4401	Brabant province	BE	present	After 2004
4401	Namur province	BE	present	Before 1980
4401	Namur province	BE	present	1980-2004
4401	Namur province	BE	present	After 2004
4401	Liège province	BE	present	Before 1980
4401	Liège province	BE	present	1980-2004
4401	Liège province	BE	present	After 2004
4401	Luxembourg province	BE	present	Before 1980
4401	Luxembourg province	BE	present	1980-2004
4401	Luxembourg province	BE	present	After 2004
4402	West-Vlaanderen province	BE	present	Before 1980
4402	West-Vlaanderen province	BE	present	1980-2004
4402	West-Vlaanderen province	BE	present	After 2004
4402	Oost-Vlaanderen province	BE	present	Before 1980
4402	Oost-Vlaanderen province	BE	present	1980-2004
4402	Oost-Vlaanderen province	BE	present	After 2004
4402	Antwerpen province	BE	present	Before 1980
4402	Antwerpen province	BE	present	1980-2004
4402	Antwerpen province	BE	present	After 2004
4402	Limburg province	BE	present	Before 1980
4402	Limburg province	BE	present	1980-2004
4402	Limburg province	BE	present	After 2004
4402	Brabant province	BE	present	Before 1980
4402	Brabant province	BE	present	1980-2004
4402	Brabant province	BE	present	After 2004
4402	Hainaut province	BE	present	Before 1980
4402	Hainaut province	BE	present	1980-2004
4402	Hainaut province	BE	present	After 2004
4402	Namur province	BE	present	Before 1980
4402	Namur province	BE	present	1980-2004
4402	Namur province	BE	present	After 2004
4402	Liège province	BE	present	Before 1980
4402	Liège province	BE	present	1980-2004
4402	Liège province	BE	present	After 2004
4402	Luxembourg province	BE	present	Before 1980
4402	Luxembourg province	BE	present	1980-2004
4402	Luxembourg province	BE	present	After 2004
4412	West-Vlaanderen province	BE	present	Before 1980
4412	West-Vlaanderen province	BE	present	1980-2004
4412	West-Vlaanderen province	BE	present	After 2004
4412	Oost-Vlaanderen province	BE	present	Before 1980
4412	Oost-Vlaanderen province	BE	present	1980-2004
4412	Oost-Vlaanderen province	BE	present	After 2004
4412	Antwerpen province	BE	present	Before 1980
4412	Antwerpen province	BE	present	1980-2004
4412	Antwerpen province	BE	present	After 2004
4412	Limburg province	BE	present	Before 1980
4412	Limburg province	BE	present	1980-2004
4412	Limburg province	BE	present	After 2004
4412	Brabant province	BE	present	Before 1980
4412	Brabant province	BE	present	1980-2004
4412	Brabant province	BE	present	After 2004
4412	Hainaut province	BE	present	Before 1980
4412	Hainaut province	BE	present	1980-2004
4412	Hainaut province	BE	present	After 2004
4412	Namur province	BE	present	Before 1980
4412	Namur province	BE	present	1980-2004
4412	Namur province	BE	present	After 2004
4412	Liège province	BE	present	Before 1980
4412	Liège province	BE	present	1980-2004
4412	Liège province	BE	present	After 2004
4412	Luxembourg province	BE	present	Before 1980
4412	Luxembourg province	BE	present	1980-2004
4412	Luxembourg province	BE	present	After 2004
4420	West-Vlaanderen province	BE	present	After 2004
4420	Antwerpen province	BE	present	Before 1980
4420	Antwerpen province	BE	present	1980-2004
4420	Antwerpen province	BE	present	After 2004
4420	Limburg province	BE	present	Before 1980
4420	Limburg province	BE	present	1980-2004
4420	Limburg province	BE	present	After 2004
4420	Brabant province	BE	present	Before 1980
4420	Hainaut province	BE	present	1980-2004
4420	Hainaut province	BE	present	After 2004
4420	Namur province	BE	present	Before 1980
4420	Namur province	BE	present	1980-2004
4420	Namur province	BE	present	After 2004
4420	Liège province	BE	present	Before 1980
4420	Liège province	BE	present	1980-2004
4420	Liège province	BE	present	After 2004
4420	Luxembourg province	BE	present	Before 1980
4420	Luxembourg province	BE	present	1980-2004
4420	Luxembourg province	BE	present	After 2004
4433	West-Vlaanderen province	BE	present	Before 1980
4433	West-Vlaanderen province	BE	present	1980-2004
4433	West-Vlaanderen province	BE	present	After 2004
4433	Oost-Vlaanderen province	BE	present	Before 1980
4433	Oost-Vlaanderen province	BE	present	1980-2004
4433	Oost-Vlaanderen province	BE	present	After 2004
4433	Antwerpen province	BE	present	Before 1980
4433	Antwerpen province	BE	present	1980-2004
4433	Antwerpen province	BE	present	After 2004
4433	Limburg province	BE	present	Before 1980
4433	Limburg province	BE	present	1980-2004
4433	Limburg province	BE	present	After 2004
4433	Brabant province	BE	present	Before 1980
4433	Brabant province	BE	present	1980-2004
4433	Brabant province	BE	present	After 2004
4433	Hainaut province	BE	present	Before 1980
4433	Hainaut province	BE	present	1980-2004
4433	Hainaut province	BE	present	After 2004
4433	Namur province	BE	present	Before 1980
4433	Namur province	BE	present	1980-2004
4433	Namur province	BE	present	After 2004
4433	Liège province	BE	present	Before 1980
4433	Liège province	BE	present	1980-2004
4433	Liège province	BE	present	After 2004
4433	Luxembourg province	BE	present	Before 1980
4433	Luxembourg province	BE	present	1980-2004
4433	Luxembourg province	BE	present	After 2004
4435	West-Vlaanderen province	BE	present	1980-2004
4435	West-Vlaanderen province	BE	present	After 2004
4435	Oost-Vlaanderen province	BE	present	Before 1980
4435	Oost-Vlaanderen province	BE	present	1980-2004
4435	Oost-Vlaanderen province	BE	present	After 2004
4435	Antwerpen province	BE	present	Before 1980
4435	Antwerpen province	BE	present	1980-2004
4435	Antwerpen province	BE	present	After 2004
4435	Limburg province	BE	present	Before 1980
4435	Limburg province	BE	present	1980-2004
4435	Limburg province	BE	present	After 2004
4435	Brabant province	BE	present	Before 1980
4435	Brabant province	BE	present	1980-2004
4435	Brabant province	BE	present	After 2004
4435	Hainaut province	BE	present	Before 1980
4435	Hainaut province	BE	present	1980-2004
4435	Hainaut province	BE	present	After 2004
4435	Namur province	BE	present	Before 1980
4435	Namur province	BE	present	1980-2004
4435	Namur province	BE	present	After 2004
4435	Liège province	BE	present	Before 1980
4435	Liège province	BE	present	1980-2004
4435	Liège province	BE	present	After 2004
4435	Luxembourg province	BE	present	Before 1980
4435	Luxembourg province	BE	present	1980-2004
4435	Luxembourg province	BE	present	After 2004
4421	Oost-Vlaanderen province	BE	present	After 2004
4421	Antwerpen province	BE	present	1980-2004
4421	Antwerpen province	BE	present	After 2004
4421	Limburg province	BE	present	1980-2004
4421	Limburg province	BE	present	After 2004
4421	Brabant province	BE	present	Before 1980
4421	Brabant province	BE	present	1980-2004
4421	Brabant province	BE	present	After 2004
4421	Hainaut province	BE	present	Before 1980
4421	Hainaut province	BE	present	After 2004
4421	Namur province	BE	present	Before 1980
4421	Namur province	BE	present	1980-2004
4421	Namur province	BE	present	After 2004
4421	Liège province	BE	present	Before 1980
4421	Liège province	BE	present	1980-2004
4421	Liège province	BE	present	After 2004
4421	Luxembourg province	BE	present	Before 1980
4421	Luxembourg province	BE	present	1980-2004
4421	Luxembourg province	BE	present	After 2004
4422	West-Vlaanderen province	BE	present	Before 1980
4422	West-Vlaanderen province	BE	present	1980-2004
4422	West-Vlaanderen province	BE	present	After 2004
4422	Oost-Vlaanderen province	BE	present	Before 1980
4422	Oost-Vlaanderen province	BE	present	1980-2004
4422	Oost-Vlaanderen province	BE	present	After 2004
4422	Antwerpen province	BE	present	Before 1980
4422	Antwerpen province	BE	present	1980-2004
4422	Limburg province	BE	present	Before 1980
4422	Limburg province	BE	present	1980-2004
4422	Limburg province	BE	present	After 2004
4422	Brabant province	BE	present	Before 1980
4422	Brabant province	BE	present	After 2004
4422	Hainaut province	BE	present	After 2004
4422	Namur province	BE	present	Before 1980
4422	Namur province	BE	present	1980-2004
4422	Namur province	BE	present	After 2004
4422	Liège province	BE	present	Before 1980
4422	Liège province	BE	present	1980-2004
4422	Liège province	BE	present	After 2004
4422	Luxembourg province	BE	present	Before 1980
4422	Luxembourg province	BE	present	1980-2004
4422	Luxembourg province	BE	present	After 2004
4423	West-Vlaanderen province	BE	present	Before 1980
4423	West-Vlaanderen province	BE	present	1980-2004
4423	West-Vlaanderen province	BE	present	After 2004
4423	Oost-Vlaanderen province	BE	present	Before 1980
4423	Oost-Vlaanderen province	BE	present	1980-2004
4423	Oost-Vlaanderen province	BE	present	After 2004
4423	Antwerpen province	BE	present	Before 1980
4423	Antwerpen province	BE	present	1980-2004
4423	Antwerpen province	BE	present	After 2004
4423	Limburg province	BE	present	Before 1980
4423	Limburg province	BE	present	1980-2004
4423	Limburg province	BE	present	After 2004
4423	Brabant province	BE	present	Before 1980
4423	Brabant province	BE	present	1980-2004
4423	Brabant province	BE	present	After 2004
4423	Hainaut province	BE	present	Before 1980
4423	Hainaut province	BE	present	1980-2004
4423	Hainaut province	BE	present	After 2004
4423	Namur province	BE	present	Before 1980
4423	Namur province	BE	present	1980-2004
4423	Namur province	BE	present	After 2004
4423	Liège province	BE	present	Before 1980
