id	locality	countryCode	occurrenceStatus	eventDate
4161	Luxembourg province	BE	present	1980-2004
4161	Luxembourg province	BE	present	After 2004
4162	West-Vlaanderen province	BE	present	After 2004
4162	Oost-Vlaanderen province	BE	present	Before 1980
4162	Antwerpen province	BE	present	Before 1980
4162	Antwerpen province	BE	present	1980-2004
4162	Antwerpen province	BE	present	After 2004
4162	Limburg province	BE	present	1980-2004
4162	Limburg province	BE	present	After 2004
4162	Brabant province	BE	present	1980-2004
4162	Brabant province	BE	present	After 2004
4162	Hainaut province	BE	present	After 2004
4162	Namur province	BE	present	After 2004
4162	Liège province	BE	present	After 2004
4163	West-Vlaanderen province	BE	present	After 2004
4163	Oost-Vlaanderen province	BE	present	Before 1980
4163	Oost-Vlaanderen province	BE	present	After 2004
4163	Antwerpen province	BE	present	Before 1980
4163	Antwerpen province	BE	present	1980-2004
4163	Antwerpen province	BE	present	After 2004
4163	Limburg province	BE	present	After 2004
4163	Brabant province	BE	present	Before 1980
4163	Brabant province	BE	present	1980-2004
4163	Brabant province	BE	present	After 2004
4163	Hainaut province	BE	present	After 2004
4163	Namur province	BE	present	Before 1980
4163	Namur province	BE	present	After 2004
4163	Liège province	BE	present	Before 1980
4163	Liège province	BE	present	After 2004
4163	Luxembourg province	BE	present	1980-2004
4164	West-Vlaanderen province	BE	present	After 2004
4164	Oost-Vlaanderen province	BE	present	After 2004
4164	Antwerpen province	BE	present	After 2004
4164	Limburg province	BE	present	After 2004
4164	Brabant province	BE	present	Before 1980
4164	Brabant province	BE	present	After 2004
4164	Hainaut province	BE	present	Before 1980
4164	Luxembourg province	BE	present	After 2004
5612	West-Vlaanderen province	BE	present	After 2004
5612	Oost-Vlaanderen province	BE	present	After 2004
5612	Antwerpen province	BE	present	After 2004
5612	Limburg province	BE	present	After 2004
5612	Brabant province	BE	present	After 2004
5612	Hainaut province	BE	present	After 2004
5612	Namur province	BE	present	1980-2004
5612	Namur province	BE	present	After 2004
5612	Liège province	BE	present	After 2004
5612	Luxembourg province	BE	present	After 2004
5613	West-Vlaanderen province	BE	present	After 2004
5613	Oost-Vlaanderen province	BE	present	Before 1980
5613	Oost-Vlaanderen province	BE	present	After 2004
5613	Antwerpen province	BE	present	After 2004
5613	Limburg province	BE	present	After 2004
5613	Brabant province	BE	present	Before 1980
5613	Hainaut province	BE	present	After 2004
6110	Namur province	BE	present	After 2004
6110	Luxembourg province	BE	present	1980-2004
6110	Luxembourg province	BE	present	After 2004
6111	West-Vlaanderen province	BE	present	After 2004
6111	Oost-Vlaanderen province	BE	present	After 2004
6111	Antwerpen province	BE	present	1980-2004
6111	Antwerpen province	BE	present	After 2004
6111	Limburg province	BE	present	1980-2004
6111	Limburg province	BE	present	After 2004
6111	Hainaut province	BE	present	Before 1980
6111	Hainaut province	BE	present	After 2004
6111	Namur province	BE	present	After 2004
6111	Liège province	BE	present	1980-2004
6111	Luxembourg province	BE	present	1980-2004
6111	Luxembourg province	BE	present	After 2004
6112	Limburg province	BE	present	After 2004
6112	Hainaut province	BE	present	After 2004
6112	Namur province	BE	present	1980-2004
6112	Namur province	BE	present	After 2004
6112	Liège province	BE	present	1980-2004
6112	Liège province	BE	present	After 2004
6112	Luxembourg province	BE	present	1980-2004
6112	Luxembourg province	BE	present	After 2004
6113	Namur province	BE	present	1980-2004
6113	Namur province	BE	present	After 2004
6113	Luxembourg province	BE	present	1980-2004
6113	Luxembourg province	BE	present	After 2004
6114	West-Vlaanderen province	BE	present	After 2004
6114	Oost-Vlaanderen province	BE	present	After 2004
6114	Antwerpen province	BE	present	After 2004
6114	Limburg province	BE	present	After 2004
6114	Brabant province	BE	present	After 2004
6114	Hainaut province	BE	present	Before 1980
6114	Hainaut province	BE	present	After 2004
6114	Namur province	BE	present	After 2004
6114	Liège province	BE	present	Before 1980
6114	Liège province	BE	present	1980-2004
6114	Liège province	BE	present	After 2004
6114	Luxembourg province	BE	present	After 2004
6115	West-Vlaanderen province	BE	present	After 2004
6115	Antwerpen province	BE	present	1980-2004
6115	Antwerpen province	BE	present	After 2004
6115	Limburg province	BE	present	After 2004
6115	Brabant province	BE	present	After 2004
6115	Hainaut province	BE	present	After 2004
6115	Namur province	BE	present	1980-2004
6115	Namur province	BE	present	After 2004
6115	Liège province	BE	present	1980-2004
6115	Liège province	BE	present	After 2004
6115	Luxembourg province	BE	present	1980-2004
6115	Luxembourg province	BE	present	After 2004
6116	West-Vlaanderen province	BE	present	After 2004
6116	Oost-Vlaanderen province	BE	present	After 2004
6116	Antwerpen province	BE	present	1980-2004
6116	Antwerpen province	BE	present	After 2004
6116	Limburg province	BE	present	After 2004
6116	Brabant province	BE	present	Before 1980
6116	Hainaut province	BE	present	Before 1980
6116	Hainaut province	BE	present	After 2004
6116	Namur province	BE	present	After 2004
6116	Liège province	BE	present	After 2004
6116	Luxembourg province	BE	present	Before 1980
6116	Luxembourg province	BE	present	After 2004
6117	West-Vlaanderen province	BE	present	After 2004
6117	Oost-Vlaanderen province	BE	present	After 2004
6117	Antwerpen province	BE	present	1980-2004
6117	Antwerpen province	BE	present	After 2004
6117	Limburg province	BE	present	After 2004
6117	Brabant province	BE	present	Before 1980
6117	Brabant province	BE	present	After 2004
6117	Hainaut province	BE	present	Before 1980
6117	Hainaut province	BE	present	After 2004
6117	Namur province	BE	present	After 2004
6117	Liège province	BE	present	Before 1980
6117	Liège province	BE	present	1980-2004
6117	Liège province	BE	present	After 2004
6118	West-Vlaanderen province	BE	present	After 2004
6118	Oost-Vlaanderen province	BE	present	After 2004
6118	Antwerpen province	BE	present	After 2004
6118	Limburg province	BE	present	1980-2004
6118	Limburg province	BE	present	After 2004
6118	Brabant province	BE	present	After 2004
6118	Hainaut province	BE	present	After 2004
6118	Namur province	BE	present	After 2004
6118	Liège province	BE	present	1980-2004
6118	Liège province	BE	present	After 2004
6118	Luxembourg province	BE	present	1980-2004
6118	Luxembourg province	BE	present	After 2004
6119	West-Vlaanderen province	BE	present	After 2004
6119	Oost-Vlaanderen province	BE	present	Before 1980
6119	Oost-Vlaanderen province	BE	present	After 2004
6119	Antwerpen province	BE	present	After 2004
6119	Limburg province	BE	present	1980-2004
6119	Limburg province	BE	present	After 2004
6119	Brabant province	BE	present	After 2004
6119	Hainaut province	BE	present	After 2004
6119	Namur province	BE	present	After 2004
6119	Liège province	BE	present	1980-2004
6119	Liège province	BE	present	After 2004
6119	Luxembourg province	BE	present	After 2004
6121	West-Vlaanderen province	BE	present	After 2004
6121	Oost-Vlaanderen province	BE	present	After 2004
6121	Antwerpen province	BE	present	After 2004
6121	Limburg province	BE	present	After 2004
6121	Brabant province	BE	present	After 2004
6121	Hainaut province	BE	present	After 2004
6121	Namur province	BE	present	After 2004
6121	Liège province	BE	present	After 2004
6121	Luxembourg province	BE	present	After 2004
6120	Luxembourg province	BE	present	Before 1980
6122	West-Vlaanderen province	BE	present	After 2004
6122	Limburg province	BE	present	After 2004
6122	Liège province	BE	present	After 2004
6123	West-Vlaanderen province	BE	present	After 2004
6123	Oost-Vlaanderen province	BE	present	Before 1980
6123	Oost-Vlaanderen province	BE	present	After 2004
6123	Antwerpen province	BE	present	1980-2004
6123	Antwerpen province	BE	present	After 2004
6123	Limburg province	BE	present	1980-2004
6123	Limburg province	BE	present	After 2004
6123	Brabant province	BE	present	Before 1980
6123	Brabant province	BE	present	After 2004
6123	Hainaut province	BE	present	After 2004
6123	Namur province	BE	present	After 2004
6123	Liège province	BE	present	Before 1980
6123	Liège province	BE	present	1980-2004
6123	Liège province	BE	present	After 2004
6123	Luxembourg province	BE	present	1980-2004
6123	Luxembourg province	BE	present	After 2004
6124	West-Vlaanderen province	BE	present	After 2004
6124	Oost-Vlaanderen province	BE	present	After 2004
6124	Limburg province	BE	present	Before 1980
6124	Limburg province	BE	present	After 2004
6124	Brabant province	BE	present	Before 1980
6124	Liège province	BE	present	1980-2004
6125	West-Vlaanderen province	BE	present	After 2004
6125	Oost-Vlaanderen province	BE	present	After 2004
6125	Antwerpen province	BE	present	1980-2004
6125	Antwerpen province	BE	present	After 2004
6125	Limburg province	BE	present	1980-2004
6125	Limburg province	BE	present	After 2004
6125	Brabant province	BE	present	After 2004
6125	Hainaut province	BE	present	After 2004
6125	Namur province	BE	present	1980-2004
6125	Namur province	BE	present	After 2004
6125	Liège province	BE	present	1980-2004
6125	Liège province	BE	present	After 2004
6125	Luxembourg province	BE	present	1980-2004
6125	Luxembourg province	BE	present	After 2004
6126	West-Vlaanderen province	BE	present	After 2004
6126	Oost-Vlaanderen province	BE	present	Before 1980
6126	Oost-Vlaanderen province	BE	present	After 2004
6126	Antwerpen province	BE	present	Before 1980
6126	Antwerpen province	BE	present	1980-2004
6126	Antwerpen province	BE	present	After 2004
6126	Limburg province	BE	present	1980-2004
6126	Limburg province	BE	present	After 2004
6126	Brabant province	BE	present	Before 1980
6126	Brabant province	BE	present	After 2004
6126	Hainaut province	BE	present	After 2004
6126	Namur province	BE	present	1980-2004
6126	Namur province	BE	present	After 2004
6126	Liège province	BE	present	1980-2004
6126	Liège province	BE	present	After 2004
6126	Luxembourg province	BE	present	1980-2004
6126	Luxembourg province	BE	present	After 2004
6127	West-Vlaanderen province	BE	present	After 2004
6127	Oost-Vlaanderen province	BE	present	Before 1980
6127	Antwerpen province	BE	present	After 2004
6127	Limburg province	BE	present	After 2004
6127	Brabant province	BE	present	Before 1980
6127	Brabant province	BE	present	After 2004
6127	Hainaut province	BE	present	Before 1980
6127	Hainaut province	BE	present	After 2004
6128	Namur province	BE	present	1980-2004
6128	Namur province	BE	present	After 2004
6128	Luxembourg province	BE	present	After 2004
6129	West-Vlaanderen province	BE	present	After 2004
6129	Oost-Vlaanderen province	BE	present	Before 1980
6129	Oost-Vlaanderen province	BE	present	After 2004
6129	Antwerpen province	BE	present	1980-2004
6129	Antwerpen province	BE	present	After 2004
6129	Limburg province	BE	present	1980-2004
6129	Limburg province	BE	present	After 2004
6129	Brabant province	BE	present	Before 1980
6129	Brabant province	BE	present	After 2004
6129	Hainaut province	BE	present	After 2004
6129	Namur province	BE	present	1980-2004
6129	Namur province	BE	present	After 2004
6129	Liège province	BE	present	1980-2004
6129	Liège province	BE	present	After 2004
6129	Luxembourg province	BE	present	1980-2004
6129	Luxembourg province	BE	present	After 2004
6130	West-Vlaanderen province	BE	present	After 2004
6130	Oost-Vlaanderen province	BE	present	After 2004
6130	Antwerpen province	BE	present	After 2004
6130	Limburg province	BE	present	After 2004
6130	Hainaut province	BE	present	After 2004
6130	Namur province	BE	present	After 2004
6131	Liège province	BE	present	After 2004
6131	Luxembourg province	BE	present	Before 1980
6131	Luxembourg province	BE	present	After 2004
6217	Liège province	BE	present	After 2004
4848	West-Vlaanderen province	BE	present	After 2004
4848	Oost-Vlaanderen province	BE	present	After 2004
4848	Antwerpen province	BE	present	After 2004
4848	Limburg province	BE	present	After 2004
4848	Brabant province	BE	present	After 2004
4848	Hainaut province	BE	present	After 2004
4848	Namur province	BE	present	After 2004
4848	Liège province	BE	present	After 2004
4848	Luxembourg province	BE	present	After 2004
4849	Antwerpen province	BE	present	1980-2004
4849	Namur province	BE	present	1980-2004
6130	Vlaams Brabant province	BE	present	Before 1980
4849	Namur province	BE	present	After 2004
4849	Liège province	BE	present	1980-2004
4849	Luxembourg province	BE	present	1980-2004
4849	Luxembourg province	BE	present	After 2004
4850	West-Vlaanderen province	BE	present	After 2004
4850	Antwerpen province	BE	present	1980-2004
4850	Antwerpen province	BE	present	After 2004
4850	Brabant province	BE	present	After 2004
4850	Hainaut province	BE	present	After 2004
4850	Liège province	BE	present	After 2004
4851	West-Vlaanderen province	BE	present	After 2004
4851	Oost-Vlaanderen province	BE	present	After 2004
4851	Antwerpen province	BE	present	1980-2004
4851	Antwerpen province	BE	present	After 2004
4851	Limburg province	BE	present	After 2004
4851	Brabant province	BE	present	Before 1980
4851	Brabant province	BE	present	After 2004
4851	Hainaut province	BE	present	After 2004
4851	Namur province	BE	present	1980-2004
4851	Namur province	BE	present	After 2004
4851	Liège province	BE	present	1980-2004
4851	Liège province	BE	present	After 2004
4851	Luxembourg province	BE	present	1980-2004
4851	Luxembourg province	BE	present	After 2004
4852	West-Vlaanderen province	BE	present	After 2004
4852	Oost-Vlaanderen province	BE	present	After 2004
4852	Antwerpen province	BE	present	After 2004
4852	Limburg province	BE	present	After 2004
4852	Brabant province	BE	present	Before 1980
4852	Hainaut province	BE	present	Before 1980
4852	Hainaut province	BE	present	After 2004
4852	Namur province	BE	present	After 2004
4852	Liège province	BE	present	1980-2004
4852	Liège province	BE	present	After 2004
4852	Luxembourg province	BE	present	After 2004
4853	West-Vlaanderen province	BE	present	After 2004
4853	Oost-Vlaanderen province	BE	present	Before 1980
4853	Antwerpen province	BE	present	1980-2004
4853	Namur province	BE	present	1980-2004
4853	Liège province	BE	present	After 2004
4854	West-Vlaanderen province	BE	present	1980-2004
4854	West-Vlaanderen province	BE	present	After 2004
4854	Oost-Vlaanderen province	BE	present	After 2004
4854	Antwerpen province	BE	present	1980-2004
4854	Antwerpen province	BE	present	After 2004
4854	Limburg province	BE	present	After 2004
4854	Brabant province	BE	present	Before 1980
4854	Brabant province	BE	present	After 2004
4854	Hainaut province	BE	present	After 2004
4854	Namur province	BE	present	Before 1980
4854	Namur province	BE	present	1980-2004
4854	Namur province	BE	present	After 2004
4854	Liège province	BE	present	1980-2004
4854	Liège province	BE	present	After 2004
4854	Luxembourg province	BE	present	1980-2004
4854	Luxembourg province	BE	present	After 2004
4855	West-Vlaanderen province	BE	present	After 2004
4855	Oost-Vlaanderen province	BE	present	After 2004
4855	Antwerpen province	BE	present	1980-2004
4855	Antwerpen province	BE	present	After 2004
4855	Limburg province	BE	present	Before 1980
4855	Limburg province	BE	present	1980-2004
4855	Limburg province	BE	present	After 2004
4855	Brabant province	BE	present	After 2004
4855	Hainaut province	BE	present	After 2004
4855	Namur province	BE	present	1980-2004
4855	Namur province	BE	present	After 2004
4855	Liège province	BE	present	Before 1980
4855	Liège province	BE	present	1980-2004
4855	Liège province	BE	present	After 2004
4855	Luxembourg province	BE	present	After 2004
4856	West-Vlaanderen province	BE	present	After 2004
4856	Oost-Vlaanderen province	BE	present	After 2004
4856	Antwerpen province	BE	present	After 2004
4856	Limburg province	BE	present	After 2004
4856	Brabant province	BE	present	Before 1980
4856	Hainaut province	BE	present	After 2004
4856	Namur province	BE	present	After 2004
4856	Liège province	BE	present	After 2004
4856	Luxembourg province	BE	present	1980-2004
4856	Luxembourg province	BE	present	After 2004
4857	Limburg province	BE	present	1980-2004
4857	Namur province	BE	present	1980-2004
4858	West-Vlaanderen province	BE	present	After 2004
4858	Oost-Vlaanderen province	BE	present	After 2004
4858	Antwerpen province	BE	present	1980-2004
4858	Antwerpen province	BE	present	After 2004
4858	Hainaut province	BE	present	After 2004
4858	Namur province	BE	present	1980-2004
4858	Namur province	BE	present	After 2004
4858	Liège province	BE	present	After 2004
4858	Luxembourg province	BE	present	1980-2004
4858	Luxembourg province	BE	present	After 2004
4859	West-Vlaanderen province	BE	present	After 2004
4859	Antwerpen province	BE	present	1980-2004
4859	Brabant province	BE	present	Before 1980
4859	Hainaut province	BE	present	After 2004
4859	Namur province	BE	present	Before 1980
4859	Namur province	BE	present	1980-2004
4859	Namur province	BE	present	After 2004
4859	Luxembourg province	BE	present	1980-2004
4859	Luxembourg province	BE	present	After 2004
4860	West-Vlaanderen province	BE	present	After 2004
4860	Oost-Vlaanderen province	BE	present	1980-2004
4860	Oost-Vlaanderen province	BE	present	After 2004
4860	Antwerpen province	BE	present	After 2004
4860	Limburg province	BE	present	After 2004
4860	Brabant province	BE	present	After 2004
4860	Liège province	BE	present	After 2004
4860	Luxembourg province	BE	present	After 2004
4861	West-Vlaanderen province	BE	present	After 2004
4861	Oost-Vlaanderen province	BE	present	After 2004
4861	Antwerpen province	BE	present	1980-2004
4861	Antwerpen province	BE	present	After 2004
4861	Limburg province	BE	present	After 2004
4861	Brabant province	BE	present	After 2004
4861	Hainaut province	BE	present	After 2004
4861	Liège province	BE	present	After 2004
4861	Luxembourg province	BE	present	After 2004
4862	Namur province	BE	present	1980-2004
4862	Luxembourg province	BE	present	1980-2004
4862	Luxembourg province	BE	present	After 2004
4863	Limburg province	BE	present	After 2004
4864	West-Vlaanderen province	BE	present	After 2004
4864	Oost-Vlaanderen province	BE	present	After 2004
4864	Antwerpen province	BE	present	1980-2004
4864	Antwerpen province	BE	present	After 2004
4864	Limburg province	BE	present	1980-2004
4864	Limburg province	BE	present	After 2004
4864	Brabant province	BE	present	Before 1980
4864	Brabant province	BE	present	1980-2004
4864	Brabant province	BE	present	After 2004
4864	Hainaut province	BE	present	Before 1980
4864	Hainaut province	BE	present	After 2004
4864	Namur province	BE	present	Before 1980
4864	Namur province	BE	present	1980-2004
4864	Namur province	BE	present	After 2004
4864	Liège province	BE	present	1980-2004
4864	Liège province	BE	present	After 2004
4864	Luxembourg province	BE	present	1980-2004
4864	Luxembourg province	BE	present	After 2004
4866	West-Vlaanderen province	BE	present	After 2004
4866	Antwerpen province	BE	present	Before 1980
4866	Antwerpen province	BE	present	1980-2004
4866	Antwerpen province	BE	present	After 2004
4866	Limburg province	BE	present	After 2004
4866	Brabant province	BE	present	Before 1980
4866	Hainaut province	BE	present	After 2004
4866	Liège province	BE	present	After 2004
4867	West-Vlaanderen province	BE	present	After 2004
4867	Oost-Vlaanderen province	BE	present	Before 1980
4867	Oost-Vlaanderen province	BE	present	After 2004
4867	Antwerpen province	BE	present	1980-2004
4867	Antwerpen province	BE	present	After 2004
4867	Limburg province	BE	present	After 2004
4867	Brabant province	BE	present	Before 1980
4867	Brabant province	BE	present	After 2004
4867	Hainaut province	BE	present	1980-2004
4867	Hainaut province	BE	present	After 2004
4867	Namur province	BE	present	After 2004
4867	Liège province	BE	present	After 2004
4867	Luxembourg province	BE	present	1980-2004
4867	Luxembourg province	BE	present	After 2004
4868	West-Vlaanderen province	BE	present	After 2004
4868	Oost-Vlaanderen province	BE	present	After 2004
4868	Antwerpen province	BE	present	1980-2004
4868	Antwerpen province	BE	present	After 2004
4868	Limburg province	BE	present	After 2004
4868	Brabant province	BE	present	Before 1980
4868	Brabant province	BE	present	After 2004
4868	Hainaut province	BE	present	After 2004
4868	Namur province	BE	present	After 2004
4868	Liège province	BE	present	Before 1980
4868	Liège province	BE	present	1980-2004
4868	Liège province	BE	present	After 2004
4868	Luxembourg province	BE	present	After 2004
4869	West-Vlaanderen province	BE	present	After 2004
4869	Oost-Vlaanderen province	BE	present	After 2004
4869	Antwerpen province	BE	present	1980-2004
4869	Antwerpen province	BE	present	After 2004
4869	Limburg province	BE	present	After 2004
4869	Hainaut province	BE	present	After 2004
4869	Namur province	BE	present	After 2004
4869	Liège province	BE	present	After 2004
4870	West-Vlaanderen province	BE	present	After 2004
4870	Oost-Vlaanderen province	BE	present	After 2004
4870	Antwerpen province	BE	present	1980-2004
4870	Antwerpen province	BE	present	After 2004
4870	Limburg province	BE	present	1980-2004
4870	Limburg province	BE	present	After 2004
4870	Hainaut province	BE	present	After 2004
4870	Liège province	BE	present	1980-2004
4870	Liège province	BE	present	After 2004
4870	Luxembourg province	BE	present	1980-2004
4870	Luxembourg province	BE	present	After 2004
4871	West-Vlaanderen province	BE	present	After 2004
4871	Oost-Vlaanderen province	BE	present	Before 1980
4871	Oost-Vlaanderen province	BE	present	After 2004
4871	Antwerpen province	BE	present	1980-2004
4871	Antwerpen province	BE	present	After 2004
4871	Limburg province	BE	present	After 2004
4871	Brabant province	BE	present	After 2004
4871	Hainaut province	BE	present	After 2004
4871	Namur province	BE	present	After 2004
4871	Liège province	BE	present	Before 1980
4871	Liège province	BE	present	1980-2004
4871	Liège province	BE	present	After 2004
4871	Luxembourg province	BE	present	After 2004
4872	Oost-Vlaanderen province	BE	present	After 2004
4872	Antwerpen province	BE	present	1980-2004
4872	Antwerpen province	BE	present	After 2004
4872	Limburg province	BE	present	1980-2004
4872	Limburg province	BE	present	After 2004
4872	Brabant province	BE	present	After 2004
4872	Hainaut province	BE	present	After 2004
4872	Namur province	BE	present	After 2004
4872	Liège province	BE	present	After 2004
4872	Luxembourg province	BE	present	After 2004
4873	Antwerpen province	BE	present	After 2004
4873	Limburg province	BE	present	After 2004
4873	Hainaut province	BE	present	After 2004
4873	Namur province	BE	present	After 2004
4873	Liège province	BE	present	After 2004
4873	Luxembourg province	BE	present	After 2004
4874	West-Vlaanderen province	BE	present	After 2004
4874	Oost-Vlaanderen province	BE	present	Before 1980
4874	Oost-Vlaanderen province	BE	present	After 2004
4874	Antwerpen province	BE	present	1980-2004
4874	Antwerpen province	BE	present	After 2004
4874	Limburg province	BE	present	After 2004
4874	Brabant province	BE	present	After 2004
4874	Hainaut province	BE	present	After 2004
4874	Namur province	BE	present	After 2004
4874	Liège province	BE	present	After 2004
4874	Luxembourg province	BE	present	1980-2004
4874	Luxembourg province	BE	present	After 2004
4875	Namur province	BE	present	After 2004
4876	West-Vlaanderen province	BE	present	After 2004
4876	Oost-Vlaanderen province	BE	present	Before 1980
4876	Oost-Vlaanderen province	BE	present	After 2004
4876	Antwerpen province	BE	present	1980-2004
4876	Antwerpen province	BE	present	After 2004
4876	Limburg province	BE	present	1980-2004
4876	Limburg province	BE	present	After 2004
4876	Brabant province	BE	present	Before 1980
4876	Brabant province	BE	present	After 2004
4876	Hainaut province	BE	present	After 2004
4876	Namur province	BE	present	Before 1980
4876	Namur province	BE	present	1980-2004
4876	Namur province	BE	present	After 2004
4876	Liège province	BE	present	1980-2004
4876	Liège province	BE	present	After 2004
4876	Luxembourg province	BE	present	1980-2004
4876	Luxembourg province	BE	present	After 2004
4877	Oost-Vlaanderen province	BE	present	After 2004
4877	Brabant province	BE	present	Before 1980
4877	Namur province	BE	present	After 2004
4877	Luxembourg province	BE	present	After 2004
4878	Antwerpen province	BE	present	1980-2004
4878	Antwerpen province	BE	present	After 2004
4878	Limburg province	BE	present	After 2004
4878	Brabant province	BE	present	Before 1980
4878	Hainaut province	BE	present	After 2004
4878	Namur province	BE	present	After 2004
4878	Liège province	BE	present	1980-2004
4878	Liège province	BE	present	After 2004
4878	Luxembourg province	BE	present	After 2004
4879	West-Vlaanderen province	BE	present	After 2004
4879	Antwerpen province	BE	present	1980-2004
4879	Antwerpen province	BE	present	After 2004
4879	Limburg province	BE	present	After 2004
4879	Hainaut province	BE	present	After 2004
4879	Namur province	BE	present	After 2004
4879	Liège province	BE	present	After 2004
4879	Luxembourg province	BE	present	After 2004
4880	West-Vlaanderen province	BE	present	After 2004
4880	Oost-Vlaanderen province	BE	present	Before 1980
4880	Oost-Vlaanderen province	BE	present	After 2004
4880	Antwerpen province	BE	present	1980-2004
4880	Antwerpen province	BE	present	After 2004
4880	Limburg province	BE	present	After 2004
4880	Brabant province	BE	present	After 2004
4880	Hainaut province	BE	present	After 2004
4880	Namur province	BE	present	After 2004
4880	Liège province	BE	present	1980-2004
4880	Liège province	BE	present	After 2004
4881	West-Vlaanderen province	BE	present	After 2004
4881	Oost-Vlaanderen province	BE	present	After 2004
4881	Antwerpen province	BE	present	1980-2004
4881	Antwerpen province	BE	present	After 2004
4881	Limburg province	BE	present	After 2004
4881	Brabant province	BE	present	Before 1980
4881	Brabant province	BE	present	After 2004
4881	Hainaut province	BE	present	After 2004
4881	Namur province	BE	present	1980-2004
4881	Namur province	BE	present	After 2004
4881	Liège province	BE	present	Before 1980
4881	Liège province	BE	present	1980-2004
4881	Liège province	BE	present	After 2004
4881	Luxembourg province	BE	present	1980-2004
4881	Luxembourg province	BE	present	After 2004
4882	Namur province	BE	present	After 2004
4882	Luxembourg province	BE	present	After 2004
4883	West-Vlaanderen province	BE	present	After 2004
4883	Oost-Vlaanderen province	BE	present	After 2004
4883	Antwerpen province	BE	present	1980-2004
4883	Antwerpen province	BE	present	After 2004
4883	Limburg province	BE	present	After 2004
4883	Brabant province	BE	present	Before 1980
4883	Hainaut province	BE	present	After 2004
4883	Namur province	BE	present	1980-2004
4883	Namur province	BE	present	After 2004
4883	Liège province	BE	present	1980-2004
4883	Liège province	BE	present	After 2004
4883	Luxembourg province	BE	present	1980-2004
4883	Luxembourg province	BE	present	After 2004
4884	West-Vlaanderen province	BE	present	1980-2004
4884	West-Vlaanderen province	BE	present	After 2004
4884	Oost-Vlaanderen province	BE	present	1980-2004
4884	Oost-Vlaanderen province	BE	present	After 2004
4884	Antwerpen province	BE	present	1980-2004
4884	Antwerpen province	BE	present	After 2004
4884	Limburg province	BE	present	1980-2004
4884	Limburg province	BE	present	After 2004
4884	Brabant province	BE	present	Before 1980
4884	Brabant province	BE	present	1980-2004
4884	Brabant province	BE	present	After 2004
4884	Hainaut province	BE	present	After 2004
4884	Namur province	BE	present	1980-2004
4884	Namur province	BE	present	After 2004
4884	Liège province	BE	present	1980-2004
4884	Liège province	BE	present	After 2004
4884	Luxembourg province	BE	present	1980-2004
4884	Luxembourg province	BE	present	After 2004
4886	West-Vlaanderen province	BE	present	After 2004
4886	Limburg province	BE	present	After 2004
4886	Brabant province	BE	present	Before 1980
4886	Brabant province	BE	present	After 2004
4886	Hainaut province	BE	present	After 2004
4886	Namur province	BE	present	1980-2004
4886	Namur province	BE	present	After 2004
4886	Liège province	BE	present	1980-2004
4886	Liège province	BE	present	After 2004
4886	Luxembourg province	BE	present	1980-2004
4886	Luxembourg province	BE	present	After 2004
4887	West-Vlaanderen province	BE	present	After 2004
4887	Oost-Vlaanderen province	BE	present	After 2004
4887	Antwerpen province	BE	present	1980-2004
4887	Antwerpen province	BE	present	After 2004
4887	Limburg province	BE	present	After 2004
4887	Brabant province	BE	present	After 2004
4887	Hainaut province	BE	present	After 2004
4887	Namur province	BE	present	After 2004
4887	Luxembourg province	BE	present	After 2004
4888	West-Vlaanderen province	BE	present	After 2004
4888	Oost-Vlaanderen province	BE	present	After 2004
4888	Antwerpen province	BE	present	After 2004
4888	Limburg province	BE	present	After 2004
4888	Brabant province	BE	present	After 2004
4888	Hainaut province	BE	present	After 2004
4888	Namur province	BE	present	1980-2004
4888	Namur province	BE	present	After 2004
4888	Liège province	BE	present	Before 1980
4888	Liège province	BE	present	1980-2004
4888	Liège province	BE	present	After 2004
4888	Luxembourg province	BE	present	1980-2004
4888	Luxembourg province	BE	present	After 2004
4889	West-Vlaanderen province	BE	present	After 2004
4889	Oost-Vlaanderen province	BE	present	After 2004
4889	Antwerpen province	BE	present	1980-2004
4889	Antwerpen province	BE	present	After 2004
4889	Limburg province	BE	present	After 2004
4889	Hainaut province	BE	present	After 2004
4889	Namur province	BE	present	After 2004
4889	Liège province	BE	present	Before 1980
4889	Liège province	BE	present	1980-2004
4889	Liège province	BE	present	After 2004
4889	Luxembourg province	BE	present	After 2004
4890	Antwerpen province	BE	present	1980-2004
4890	Antwerpen province	BE	present	After 2004
4890	Brabant province	BE	present	Before 1980
4890	Namur province	BE	present	After 2004
4890	Liège province	BE	present	Before 1980
4890	Liège province	BE	present	1980-2004
4891	West-Vlaanderen province	BE	present	After 2004
4891	Oost-Vlaanderen province	BE	present	After 2004
4891	Antwerpen province	BE	present	1980-2004
4891	Antwerpen province	BE	present	After 2004
4891	Limburg province	BE	present	1980-2004
4891	Limburg province	BE	present	After 2004
4891	Brabant province	BE	present	After 2004
4891	Hainaut province	BE	present	After 2004
4891	Namur province	BE	present	1980-2004
4891	Namur province	BE	present	After 2004
4891	Liège province	BE	present	After 2004
4891	Luxembourg province	BE	present	1980-2004
4891	Luxembourg province	BE	present	After 2004
4892	West-Vlaanderen province	BE	present	After 2004
4892	Oost-Vlaanderen province	BE	present	Before 1980
4892	Oost-Vlaanderen province	BE	present	After 2004
4892	Antwerpen province	BE	present	1980-2004
4892	Antwerpen province	BE	present	After 2004
4892	Limburg province	BE	present	After 2004
