id	taxonID	acceptedNameUsageID	scientificName	kingdom	class	order	family	genus	subgenus	specificEpithet	taxonRank	scientificNameAuthorship	taxonomicStatus	taxonRemarks	modified	language	informationWithheld	references
5792	5792		Chlorissa cloraria (Hübner, 1813)	Animalia	Insecta	Lepidoptera		Chlorissa		cloraria	species	(Hübner, 1813)	accepted	An extremely rare and very local species in Belgium. Hitherto known only from two isolated locations in LG and LX.	2021-03-24	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5792
6249	6249		Epinotia maculana (Fabricius, 1775)	Animalia	Insecta	Lepidoptera		Epinotia		maculana	species	(Fabricius, 1775)	accepted	A very rare species in Belgium.	2021-03-28	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/6249
5500	5500		Apotomis sororculana (Zetterstedt, 1839)	Animalia	Insecta	Lepidoptera		Apotomis		sororculana	species	(Zetterstedt, 1839)	accepted	A rare but widespread species throughout Belgium.	2020-02-06	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5500
5379	5379		Allophyes oxyacanthae (Linnaeus, 1758)	Animalia	Insecta	Lepidoptera		Allophyes		oxyacanthae	species	(Linnaeus, 1758)	accepted	A not so common species in the northern part of Belgium and fairly common in the southern part.	2020-05-14	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5379
3957	3957		Hylaea fasciaria (Linnaeus, 1758)	Animalia	Insecta	Lepidoptera		Hylaea		fasciaria	species	(Linnaeus, 1758)	accepted	A rather common species throughout Belgium.	2021-04-15	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/3957
4151	4151		Mompha divisella Herrich-Schäffer, 1854	Animalia	Insecta	Lepidoptera	Momphidae	Mompha	Mompha	divisella	species	Herrich-Schäffer, 1854	accepted	A very rare and local species in Belgium.	2021-04-12	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4151
4449	4449		Phaulernis fulviguttella (Zeller, 1839)	Animalia	Insecta	Lepidoptera		Phaulernis		fulviguttella	species	(Zeller, 1839)	accepted	A very rare and local species in Belgium, not often observed.	2021-04-17	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4449
5447	5447		Anticlea derivata (Denis & Schiffermüller, 1775)	Animalia	Insecta	Lepidoptera		Anticlea		derivata	species	(Denis & Schiffermüller, 1775)	accepted	A rare species in Belgium, mainly observed in the southern provinces but also at the coast area.	2021-04-29	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5447
6295	6295		Eriocrania sparrmannella (Bosc, 1791)	Animalia	Insecta	Lepidoptera	Eriocraniidae	Eriocrania		sparrmannella	species	(Bosc, 1791)	accepted	A fairly common species throughout Belgium.	2021-02-19	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/6295
5797	5797		Chlorissa viridata (Linnaeus, 1758)	Animalia	Insecta	Lepidoptera		Chlorissa		viridata	species	(Linnaeus, 1758)	accepted	A very rare and local species in Belgium, most records are from the southern provinces and from the Kempen.	2021-03-24	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5797
5320	5320		Agonopterix assimilella (Treitschke, 1832)	Animalia	Insecta	Lepidoptera		Agonopterix		assimilella	species	(Treitschke, 1832)	accepted	A rare species in most areas of Belgium, though widespread all over the country.	2021-03-05	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5320
5237	5237		Acleris hyemana (Haworth, 1811)	Animalia	Insecta	Lepidoptera		Acleris		hyemana	species	(Haworth, 1811)	accepted	A very local and rare species in Belgium. Most observations in the Kempen area.	2021-03-06	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5237
5908	5908		Coleophora idaeella Hofmann, 1869	Animalia	Insecta	Lepidoptera	Coleophoridae	Coleophora		idaeella	species	Hofmann, 1869	accepted	In Belgium this species was mentioned for the first time in 2009 and is, up to now, only found in LG.	2021-03-25	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5908
4445	4445		Phaneta pauperana (Duponchel, 1843)	Animalia	Insecta	Lepidoptera		Phaneta		pauperana	species	(Duponchel, 1843)	accepted	A very rare species in the southern part of Belgium, not often recorded. Seen for the first time in Flanders in April 2020.	2020-04-13	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4445
4194	4194		Mythimna pallens (Linnaeus, 1758)	Animalia	Insecta	Lepidoptera		Mythimna	Mythimna	pallens	species	(Linnaeus, 1758)	accepted	A common species throughout Belgium.	2020-08-26	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4194
5910	5910		Coleophora juncicolella Stainton, 1851	Animalia	Insecta	Lepidoptera	Coleophoridae	Coleophora		juncicolella	species	Stainton, 1851	accepted	A very rare species in Belgium.	2021-03-25	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5910
5538	5538		Argyresthia glabratella (Zeller, 1847)	Animalia	Insecta	Lepidoptera	Argyresthiidae	Argyresthia	Blastotere	glabratella	species	(Zeller, 1847)	accepted	A very rare species so far, but probably more common than we think.	2021-03-02	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5538
5419	5419		Anchinia cristalis (Scopoli, 1763)	Animalia	Insecta	Lepidoptera		Anchinia		cristalis	species	(Scopoli, 1763)	accepted	A very rare and local species in the southern part of Belgium. Where the food plant grows in large densities, the species can be fairly common as larvae, especially in the Calestienne area, but adults are not often encountered.	2021-03-05	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5419
4195	4195		Mythimna pudorina (Denis & Schiffermüller, 1775)	Animalia	Insecta	Lepidoptera		Mythimna	Mythimna	pudorina	species	(Denis & Schiffermüller, 1775)	accepted	A rather rare species throughout Belgium, mainly observed in the Kempen.	2020-08-25	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4195
7296	7296	4583	Plutella maculipennis (Curtis, 1832)	Animalia	Insecta	Lepidoptera	Plutellidae	Plutella		maculipennis	species	(Curtis, 1832)	synonym		2019-10-09	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/7296
5240	5240		Acleris lipsiana (Denis & Schiffermüller, 1775)	Animalia	Insecta	Lepidoptera		Acleris		lipsiana	species	(Denis & Schiffermüller, 1775)	accepted	A very rare species in Belgium with an eastern distribution, mainly known from the Kempen region.	2021-03-06	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5240
4841	4841		Stenolechiodes pseudogemmellus Elsner, 1996	Animalia	Insecta	Lepidoptera	Gelechiidae	Stenolechiodes		pseudogemmellus	species	Elsner, 1996	accepted	A rare species in Belgium.	2021-03-13	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4841
5911	5911		Coleophora kuehnella (Goeze, 1783)	Animalia	Insecta	Lepidoptera	Coleophoridae	Coleophora		kuehnella	species	(Goeze, 1783)	accepted	An uncommon species throughout Belgium.	2021-03-25	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5911
4136	4136		Micropterix tunbergella (Fabricius, 1787)	Animalia	Insecta	Lepidoptera	Micropterigidae	Micropterix		tunbergella	species	(Fabricius, 1787)	accepted	A very rare rare species in Belgium. It has its stronghold in the provinces of NA and LX.	2020-10-08	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4136
6112	6112		Ectoedemia angulifasciella (Stainton, 1849)	Animalia	Insecta	Lepidoptera	Nepticulidae	Ectoedemia		angulifasciella	species	(Stainton, 1849)	accepted	A very rare and local species in Belgium.	2020-10-09	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/6112
4789	4789		Senta flammea (Curtis, 1828)	Animalia	Insecta	Lepidoptera		Senta		flammea	species	(Curtis, 1828)	accepted	A very rare and local species in Belgium. Most observations in the Kempen.	2020-02-22	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4789
4936	4936		Teleiopsis rosalbella (Fologne, 1862)	Animalia	Insecta	Lepidoptera	Gelechiidae	Teleiopsis		rosalbella	species	(Fologne, 1862)	accepted	A very rare species in Belgium, hitherto known only from NA and only found on calcareous soils.	2021-06-01	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4936
4053	4053		Lasionhada proxima (Hübner, 1809)	Animalia	Insecta	Lepidoptera		Lasionhada		proxima	species	(Hübner, 1809)	accepted	This very rare and local species has not been seen in LX for a very long time. More than likely extinct.	2020-02-22	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4053
5361	5361		Agrotis ipsilon (Hufnagel, 1766)	Animalia	Insecta	Lepidoptera		Agrotis		ipsilon	species	(Hufnagel, 1766)	accepted	A rather common and regular migrant throughout Belgium.	2020-02-22	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5361
5913	5913		Coleophora lassella Staudinger, 1859	Animalia	Insecta	Lepidoptera	Coleophoridae	Coleophora		lassella	species	Staudinger, 1859	accepted	A very rare and local species, after more than 60 years absence found again in OV and LI.	2021-03-25	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5913
4609	4609		Prochoreutis myllerana (Fabricius, 1794)	Animalia	Insecta	Lepidoptera		Prochoreutis		myllerana	species	(Fabricius, 1794)	accepted	A very rare and local species in Belgium.	2021-04-17	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4609
6288	6288		Paracrania chrysolepidella (Zeller, 1851)	Animalia	Insecta	Lepidoptera	Eriocraniidae	Paracrania		chrysolepidella	species	(Zeller, 1851)	accepted	This is a rare species that was not recorded for more than 30 years, but is mentioned now for almost whole Belgium since 2004. It can sometimes be found in high numbers.	2021-02-19	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/6288
5355	5355		Agrotis cinerea (Denis & Schiffermüller, 1775)	Animalia	Insecta	Lepidoptera		Agrotis		cinerea	species	(Denis & Schiffermüller, 1775)	accepted	A very rare and local species in the southern part of. It has not seen for quite some time.	2021-04-16	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5355
6233	6233		Epiblema similana (Denis & Schiffermüller, 1775)	Animalia	Insecta	Lepidoptera		Epiblema		similana	species	(Denis & Schiffermüller, 1775)	accepted	A very rare species in Belgium, not seen for a while.	2020-02-22	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/6233
4048	4048		Lampropteryx suffumata (Denis & Schiffermüller, 1775)	Animalia	Insecta	Lepidoptera		Lampropteryx		suffumata	species	(Denis & Schiffermüller, 1775)	accepted	A rare species in Belgium, mainly observed in the southern part of the country.	2021-05-16	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4048
4610	4610		Prochoreutis sehestediana (Fabricius, 1776)	Animalia	Insecta	Lepidoptera		Prochoreutis		sehestediana	species	(Fabricius, 1776)	accepted	A very rare and local species throughout Belgium.	2021-04-17	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4610
5914	5914		Coleophora limosipennella (Duponchel, 1843)	Animalia	Insecta	Lepidoptera	Coleophoridae	Coleophora		limosipennella	species	(Duponchel, 1843)	accepted	A rare species in Belgium.	2021-03-25	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5914
5915	5915		Coleophora lineolea (Haworth, 1828)	Animalia	Insecta	Lepidoptera	Coleophoridae	Coleophora		lineolea	species	(Haworth, 1828)	accepted	A not so common species throughout Belgium.	2021-03-25	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5915
7487	7487	5330	Agonopterix hypericella sensu auct., nec (Hübner, 1816)	Animalia	Insecta	Lepidoptera		Agonopterix		hypericella	species	sensu auct., nec (Hübner, 1816)	synonym		2019-04-23	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/7487
7488	7488	5332	Agonopterix depunctella (Hübner, 1813)	Animalia	Insecta	Lepidoptera		Agonopterix		depunctella	species	(Hübner, 1813)	synonym		2019-04-23	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/7488
4282	4282		Odontosia carmelita (Esper, 1799)	Animalia	Insecta	Lepidoptera		Odontosia		carmelita	species	(Esper, 1799)	accepted	A very rare and local species in Belgium, only known from the southern part of the country.	2020-04-12	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4282
4135	4135		Micropterix schaefferi Heath, 1975	Animalia	Insecta	Lepidoptera	Micropterigidae	Micropterix		schaefferi	species	Heath, 1975	accepted	A very rare species in Belgium.	2021-02-19	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4135
5067	5067		Ypsolopha sylvella (Linnaeus, 1767)	Animalia	Insecta	Lepidoptera		Ypsolopha		sylvella	species	(Linnaeus, 1767)	accepted	A rare species in Belgium.	2021-04-21	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5067
5766	5766		Cerastis leucographa (Denis & Schiffermüller, 1775)	Animalia	Insecta	Lepidoptera		Cerastis		leucographa	species	(Denis & Schiffermüller, 1775)	accepted	A rare and widespread species throughout Belgium, numbers vary from year to year.	2021-04-21	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5766
5666	5666		Callimorpha dominula (Linnaeus, 1758)	Animalia	Insecta	Lepidoptera		Callimorpha		dominula	species	(Linnaeus, 1758)	accepted	A rare and local species in Belgium, more frequently recorded from the southern provinces.	2020-08-18	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5666
4835	4835		Stenoptilia bipunctidactyla (Scopoli, 1763)	Animalia	Insecta	Lepidoptera		Stenoptilia		bipunctidactyla	species	(Scopoli, 1763)	accepted	A local and very rare species in Belgium, mainly known from the southern provinces. Easily confused with other members of the genus.	2021-04-23	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4835
7647	7647	4639	Psyche nitidella (Hübner, 1796)	Animalia	Insecta	Lepidoptera	Psychidae	Psyche		nitidella	species	(Hübner, 1796)	synonym		2019-05-15	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/7647
5370	5370		Agrotis ripae (Hübner, 1823)	Animalia	Insecta	Lepidoptera		Agrotis		ripae	species	(Hübner, 1823)	accepted	A rare and local species in Belgium, mainly observed along the coast and along the river Schelde in AN.	2021-02-14	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5370
5543	5543		Argyrotaenia ljungiana (Thunberg, 1797)	Animalia	Insecta	Lepidoptera		Argyrotaenia		ljungiana	species	(Thunberg, 1797)	accepted	A common species throughout Belgium, especially in the northern part.	2021-05-15	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5543
4336	4336		Pammene argyrana (Hübner, 1799)	Animalia	Insecta	Lepidoptera		Pammene		argyrana	species	(Hübner, 1799)	accepted	A rare early spring species throughout Belgium.	2021-04-07	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4336
4024	4024		Jodis putata (Linnaeus, 1758)	Animalia	Insecta	Lepidoptera		Jodis		putata	species	(Linnaeus, 1758)	accepted	A rather rare and local species in many parts of Belgium. More observations in the Kempen and the southern part of the country.	2021-03-27	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4024
5373	5373		Agrotis vestigialis (Hufnagel, 1766)	Animalia	Insecta	Lepidoptera		Agrotis		vestigialis	species	(Hufnagel, 1766)	accepted	A rare and local species in Belgium, mainly observed along the coast and in the Kempen. Seems to be rapidly declining in the south of the country.	2021-02-14	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5373
4140	4140		Minucia lunaris (Denis & Schiffermüller, 1775)	Animalia	Insecta	Lepidoptera		Minucia		lunaris	species	(Denis & Schiffermüller, 1775)	accepted	An extreme rare and local species in Belgium, nowadays not often recorded.	2021-04-15	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4140
4838	4838		Stenoptilia graphodactyla (Treitschke, 1833)	Animalia	Insecta	Lepidoptera		Stenoptilia		graphodactyla	species	(Treitschke, 1833)	accepted	In Belgium only known from some old records, probably extinct.   <br>The identity of these old specimens should be checked because they might belong to *Stenoptilia pneumonanthes* (Büttner, 1880) instead.	2021-04-23	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4838
3899	3899		Hedya ochroleucana (Frölich, 1828)	Animalia	Insecta	Lepidoptera		Hedya		ochroleucana	species	(Frölich, 1828)	accepted	A widely distributed and rare species in Belgium.	2021-07-01	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/3899
4739	4739		Scopula umbelaria (Hübner, 1813)	Animalia	Insecta	Lepidoptera		Scopula	Scopula	umbelaria	species	(Hübner, 1813)	accepted	This xerothermic species is very rare and local in Belgium, only known from the southern part of the country. Hitherto known from one location in NA.	2021-04-02	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4739
5798	5798		Choristoneura diversana (Hübner, 1817)	Animalia	Insecta	Lepidoptera		Choristoneura		diversana	species	(Hübner, 1817)	accepted	A very rare species in Belgium, not often recorded.	2021-05-15	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5798
6168	6168		Elachista lastrella Chrétien, 1896	Animalia	Insecta	Lepidoptera		Elachista		lastrella	species	Chrétien, 1896	accepted	A very rare species in Belgium, hitherto only known from NA and LX.	2021-03-14	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/6168
5665	5665		Callisto denticulella (Thunberg, 1794)	Animalia	Insecta	Lepidoptera	Gracillariidae	Callisto		denticulella	species	(Thunberg, 1794)	accepted	A fairly common species in Belgium, its presence mainly recorded from leaf mines, not so often seen in the adult stage.	2021-04-20	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5665
5612	5612		Bohemannia pulverosella (Stainton, 1849)	Animalia	Insecta	Lepidoptera	Nepticulidae	Bohemannia		pulverosella	species	(Stainton, 1849)	accepted	A very rare species in Belgium, though recorded from all provinces.	2021-02-19	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5612
3900	3900		Hedya pruniana (Hübner, 1799)	Animalia	Insecta	Lepidoptera		Hedya		pruniana	species	(Hübner, 1799)	accepted	A fairly common species throughout Belgium.	2021-04-07	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/3900
6423	6423		Euxoa aquilina (Denis & Schiffermüller, 1775)	Animalia	Insecta	Lepidoptera		Euxoa	Euxoa	aquilina	species	(Denis & Schiffermüller, 1775)	accepted	This very rare and local species has not been seen in LX for a very long time. More than likely extinct.	2020-02-22	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/6423
5984	5984		Conistra ligula (Esper, 1791)	Animalia	Insecta	Lepidoptera		Conistra	Conistra	ligula	species	(Esper, 1791)	accepted	A very rare species in the northern part of Belgium. Uncommon and more frequently observed in the south. The dark unicolorous forms are predominant.	2020-10-10	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5984
4856	4856		Stigmella betulicola (Stainton, 1856)	Animalia	Insecta	Lepidoptera	Nepticulidae	Stigmella		betulicola	species	(Stainton, 1856)	accepted	A common species in Belgium.	2021-01-15	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4856
4288	4288		Oegoconia uralskella Popescu-Gorj & Căpuşe, 1965	Animalia	Insecta	Lepidoptera	Autostichidae	Oegoconia		uralskella	species	Popescu-Gorj & Căpuşe, 1965	accepted	A very rare and recent (2016) species in Belgium.	2021-03-04	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4288
6110	6110		Ectoedemia agrimoniae (Frey, 1858)	Animalia	Insecta	Lepidoptera	Nepticulidae	Ectoedemia		agrimoniae	species	(Frey, 1858)	accepted	A very rare species in Belgium, only known from the southern provinces.	2021-02-19	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/6110
4295	4295		Oligia versicolor (Borkhausen, 1792)	Animalia	Insecta	Lepidoptera		Oligia		versicolor	species	(Borkhausen, 1792)	accepted	A very rare and local species throughout Belgium.	2020-09-17	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4295
3926	3926		Heringocrania unimaculella (Zetterstedt, 1839)	Animalia	Insecta	Lepidoptera	Eriocraniidae	Heringocrania		unimaculella	species	(Zetterstedt, 1839)	accepted	A common species in Belgium but nevertheless overlooked.	2020-08-28	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/3926
4840	4840		Stenoptilia pneumonanthes (Büttner, 1880)	Animalia	Insecta	Lepidoptera		Stenoptilia		pneumonanthes	species	(Büttner, 1880)	accepted	A very rare and local species in Belgium, only known from the Kempen area where its foodplant grows.	2021-04-23	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4840
5920	5920		Coleophora maritimella Newman, 1863	Animalia	Insecta	Lepidoptera	Coleophoridae	Coleophora		maritimella	species	Newman, 1863	accepted	A very rare and local species in Belgium, only found at our coast.	2021-03-26	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5920
6113	6113		Ectoedemia arcuatella (Herrich-Schäffer, 1855)	Animalia	Insecta	Lepidoptera	Nepticulidae	Ectoedemia		arcuatella	species	(Herrich-Schäffer, 1855)	accepted	A very rare and local species in Belgium, only recorded from the southern provinces.	2021-02-19	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/6113
6234	6234		Epiblema sticticana (Fabricius, 1794)	Animalia	Insecta	Lepidoptera		Epiblema		sticticana	species	(Fabricius, 1794)	accepted	A widespread but rare species throughout Belgium.	2021-04-12	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/6234
6427	6427		Euxoa tritici (Linnaeus, 1761)	Animalia	Insecta	Lepidoptera		Euxoa	Euxoa	tritici	species	(Linnaeus, 1761)	accepted	Used to be a rather common species throughout Belgium, but nowadays rather rare. Can be locally fairly common especially on sandy soils. Adults are very variable according to habitat.	2020-02-22	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/6427
3916	3916		Hellinsia didactylites (Ström, 1783)	Animalia	Insecta	Lepidoptera		Hellinsia		didactylites	species	(Ström, 1783)	accepted	A very rare and local species in Belgium.	2021-04-16	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/3916
4680	4680		Rhigognostis annulatella (Curtis, 1832)	Animalia	Insecta	Lepidoptera	Plutellidae	Rhigognostis		annulatella	species	(Curtis, 1832)	accepted	A very rare species in Belgium, presumably extinct.	2021-03-01	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4680
5780	5780		Chersotis multangula (Hübner, 1803)	Animalia	Insecta	Lepidoptera		Chersotis		multangula	species	(Hübner, 1803)	accepted	A very rare and local species in Belgium, only known from the limestone area.	2020-02-22	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5780
6115	6115		Ectoedemia atricollis (Stainton, 1857)	Animalia	Insecta	Lepidoptera	Nepticulidae	Ectoedemia		atricollis	species	(Stainton, 1857)	accepted	A common species in Belgium, recorded from all provinces.	2021-02-19	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/6115
