id	taxonID	acceptedNameUsageID	scientificName	kingdom	class	order	family	genus	subgenus	specificEpithet	taxonRank	scientificNameAuthorship	taxonomicStatus	taxonRemarks	modified	language	informationWithheld	references
5192	5192		Macaria brunneata (Thunberg, 1784)	Animalia	Insecta	Lepidoptera		Macaria		brunneata	species	(Thunberg, 1784)	accepted	A fairly common species throughout Belgium, but can be locally fairly common, especially in the Kempen region.	2021-04-06	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5192
5335	5335		Agonopterix propinquella (Treitschke, 1835)	Animalia	Insecta	Lepidoptera		Agonopterix		propinquella	species	(Treitschke, 1835)	accepted	A rather common species in the northern part of Belgium,  a rather rare species in the south.	2021-03-05	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5335
4329	4329		Pachetra sagittigera (Hufnagel, 1766)	Animalia	Insecta	Lepidoptera		Pachetra		sagittigera	species	(Hufnagel, 1766)	accepted	A rare species throughout Belgium, more frequently observed in the south.	2021-05-13	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4329
4413	4413		Delplanqueia dilutella (Denis & Schiffermüller, 1775)	Animalia	Insecta	Lepidoptera		Delplanqueia		dilutella	species	(Denis & Schiffermüller, 1775)	accepted	A very rare and local species in Belgium, mainly observed in the Calestienne region.	2021-01-20	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4413
4657	4657		Pyralis farinalis Linnaeus, 1758	Animalia	Insecta	Lepidoptera		Pyralis		farinalis	species	Linnaeus, 1758	accepted	A common species throughout Belgium, well distributed in the northern part.	2021-01-21	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4657
4027	4027		Klimeschia transversella (Zeller, 1839)	Animalia	Insecta	Lepidoptera	Douglasiidae	Klimeschia		transversella	species	(Zeller, 1839)	accepted	A very rare and local species, not observed since a long time.	2021-03-04	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4027
6452	6452		Gandaritis pyraliata (Denis & Schiffermüller, 1775)	Animalia	Insecta	Lepidoptera		Gandaritis		pyraliata	species	(Denis & Schiffermüller, 1775)	accepted	A rather common species throughout Belgium.	2021-05-16	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/6452
3878	3878		Gypsonoma dealbana (Frölich, 1828)	Animalia	Insecta	Lepidoptera		Gypsonoma		dealbana	species	(Frölich, 1828)	accepted	A common species throughout Belgium.	2021-04-06	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/3878
4663	4663		Pyralis regalis Denis & Schiffermüller, 1775	Animalia	Insecta	Lepidoptera		Pyralis		regalis	species	Denis & Schiffermüller, 1775	accepted	First observation for Belgium in 2014 (WV). Hitherto the only known record.	2020-02-15	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4663
5747	5747		Cauchas rufimitrella (Scopoli, 1763)	Animalia	Insecta	Lepidoptera		Cauchas		rufimitrella	species	(Scopoli, 1763)	accepted	A rather rare species in Belgium, mainly observed in the south.	2021-05-17	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5747
5685	5685		Caloptilia rufipennella (Hübner, 1796)	Animalia	Insecta	Lepidoptera	Gracillariidae	Caloptilia		rufipennella	species	(Hübner, 1796)	accepted	A fairly common species throughout Belgium.	2021-02-27	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5685
5429	5429		Ancylis myrtillana (Treitschke, 1830)	Animalia	Insecta	Lepidoptera		Ancylis		myrtillana	species	(Treitschke, 1830)	accepted	A very rare and local species in Belgium, mainly observed in the southeastern part of the country.	2021-06-24	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5429
5084	5084		Zygaena loti (Denis & Schiffermüller, 1775)	Animalia	Insecta	Lepidoptera		Zygaena	Zygaena	loti	species	(Denis & Schiffermüller, 1775)	accepted	A rare species in the southern part of Belgium. Not often recorded.	2021-01-23	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5084
4847	4847		Stictea mygindiana (Denis & Schiffermüller, 1775)	Animalia	Insecta	Lepidoptera		Stictea		mygindiana	species	(Denis & Schiffermüller, 1775)	accepted	A very rare species in southern Belgium, can be locally fairly common.	2020-02-11	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4847
5436	5436		Ancylis uncella (Denis & Schiffermüller, 1775)	Animalia	Insecta	Lepidoptera		Ancylis		uncella	species	(Denis & Schiffermüller, 1775)	accepted	A rare and widespread species in Belgium, with most observations in the Kempen area.	2021-03-07	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5436
5441	5441		Angerona prunaria (Linnaeus, 1758)	Animalia	Insecta	Lepidoptera		Angerona		prunaria	species	(Linnaeus, 1758)	accepted	A common species throughout Belgium.	2021-04-06	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5441
4853	4853		Stigmella atricapitella (Haworth, 1828)	Animalia	Insecta	Lepidoptera	Nepticulidae	Stigmella		atricapitella	species	(Haworth, 1828)	accepted	A very rare species in Belgium. It is probably less reported due to the large overlap with other similar mines on *Quercus*.	2021-02-19	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4853
4859	4859		Stigmella centifoliella (Zeller, 1848)	Animalia	Insecta	Lepidoptera	Nepticulidae	Stigmella		centifoliella	species	(Zeller, 1848)	accepted	A not so common species in Belgium, but probably much more widespread due to the difficulty of the mines of <a href="https://projects.biodiversity.be/lepidoptera/species/4851/">*Stigmella anomalella*</a>.	2021-04-08	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4859
6106	6106		Earophila badiata (Denis & Schiffermüller, 1775)	Animalia	Insecta	Lepidoptera		Earophila		badiata	species	(Denis & Schiffermüller, 1775)	accepted	A rare and local species in Belgium, best known from the southern part of the country, but also at the sea coast.	2021-05-04	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/6106
4622	4622		Pseudeustrotia candidula (Denis & Schiffermüller), 1775)	Animalia	Insecta	Lepidoptera		Pseudeustrotia		candidula	species	(Denis & Schiffermüller), 1775)	accepted	A recent (2009) arrival in Belgium. Nowadays still very rare and only a few observations in different provinces.	2021-04-16	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4622
6212	6212		Ennomos autumnaria (Werneburg, 1859)	Animalia	Insecta	Lepidoptera		Ennomos		autumnaria	species	(Werneburg, 1859)	accepted	A fairly common species throughout Belgium, especially in the nortern part.	2021-04-06	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/6212
4624	4624		Pseudargyrotoza conwagana (Fabricius, 1775)	Animalia	Insecta	Lepidoptera		Pseudargyrotoza		conwagana	species	(Fabricius, 1775)	accepted	A rather common species throughout Belgium, more observed in the northern part of the country.	2020-12-04	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4624
5341	5341		Agonopterix yeatiana (Fabricius, 1781)	Animalia	Insecta	Lepidoptera		Agonopterix		yeatiana	species	(Fabricius, 1781)	accepted	A very rare and local species in Belgium. Easily confused with some members of the same genus.	2021-03-05	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5341
5403	5403		Anania funebris (Ström, 1768)	Animalia	Insecta	Lepidoptera	Crambidae	Anania		funebris	species	(Ström, 1768)	accepted	A very rare and local species in the southern part of Belgium.	2021-04-14	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5403
4452	4452		Phengaris teleius (Bergsträsser, 1779)	Animalia	Insecta	Lepidoptera	Lycaenidae	Phengaris		teleius	species	(Bergsträsser, 1779)	accepted	This rare species has not been seen in Belgium for quite some time.	2021-04-13	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4452
6416	6416		Eurhodope cirrigerella (Zincken, 1818)	Animalia	Insecta	Lepidoptera		Eurhodope		cirrigerella	species	(Zincken, 1818)	accepted	A very rare and local species in Belgium, not observed for a very long time.	2020-02-14	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/6416
5746	5746		Cauchas fibulella (Denis & Schiffermüller, 1775)	Animalia	Insecta	Lepidoptera		Cauchas		fibulella	species	(Denis & Schiffermüller, 1775)	accepted	A rare species throughout Belgium.	2021-05-17	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5746
4447	4447		Pharmacis lupulina (Linnaeus, 1758)	Animalia	Insecta	Lepidoptera	Hepialidae	Pharmacis		lupulina	species	(Linnaeus, 1758)	accepted	A fairly common species throughout Belgium.	2021-02-27	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4447
4780	4780		Selenia dentaria (Fabricius, 1775)	Animalia	Insecta	Lepidoptera		Selenia		dentaria	species	(Fabricius, 1775)	accepted	A common species throughout Belgium.	2021-04-06	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4780
7755	7755	6160	Elachista cingillella sensu auct., nec (Herrich-Schäffer, 1855)	Animalia	Insecta	Lepidoptera		Elachista		cingillella	species	sensu auct., nec (Herrich-Schäffer, 1855)	synonym		2019-12-16	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/7755
4783	4783		Selenia tetralunaria (Hufnagel, 1767)	Animalia	Insecta	Lepidoptera		Selenia		tetralunaria	species	(Hufnagel, 1767)	accepted	A common species throughout Belgium.	2021-04-08	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4783
6417	6417		Eurhodope rosella (Scopoli, 1763)	Animalia	Insecta	Lepidoptera		Eurhodope		rosella	species	(Scopoli, 1763)	accepted	A very rare and local species in Belgium. Only known from NA but this unmistakable species is not observed for a very long time. Presamably extinct.	2020-02-14	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/6417
4815	4815		Spatalistis bifasciana (Hübner, 1787)	Animalia	Insecta	Lepidoptera		Spatalistis		bifasciana	species	(Hübner, 1787)	accepted	A rare but well distributed species in Belgium.	2021-04-12	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4815
7339	7339	4704	Satyrium lynceus (Fabricius, 1787), nec (Drury, 1773)	Animalia	Insecta	Lepidoptera	Lycaenidae	Satyrium		lynceus	species	(Fabricius, 1787), nec (Drury, 1773)	synonym		2019-04-23	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/7339
5404	5404		Anania fuscalis (Denis & Schiffermüller, 1775)	Animalia	Insecta	Lepidoptera	Crambidae	Anania		fuscalis	species	(Denis & Schiffermüller, 1775)	accepted	A local and very rare species in Belgium, mainly observed in the southern part.	2020-04-25	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5404
3871	3871		Gymnancyla canella (Denis & Schiffermüller, 1775)	Animalia	Insecta	Lepidoptera		Gymnancyla		canella	species	(Denis & Schiffermüller, 1775)	accepted	A very local and very rare species in Belgium, hitherto only known from the coast.	2021-01-21	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/3871
4932	4932		Tebenna micalis (Mann, 1857)	Animalia	Insecta	Lepidoptera		Tebenna		micalis	species	(Mann, 1857)	accepted	A very rare species, only known from the northern part of Belgium.	2021-04-17	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4932
4026	4026		Pempelia compositella (Treitschke, 1835)	Animalia	Insecta	Lepidoptera		Pempelia		compositella	species	(Treitschke, 1835)	accepted	A very local and very rare species in Belgium, only found in the limestone area of NA.<br>Known only from a few locations.	2021-01-21	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4026
5291	5291		Adela violella (Denis & Schiffermüller, 1775)	Animalia	Insecta	Lepidoptera		Adela		violella	species	(Denis & Schiffermüller, 1775)	accepted	A rare and local species throughout Belgium.	2021-05-17	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5291
5405	5405		Anania hortulata (Linnaeus, 1758)	Animalia	Insecta	Lepidoptera	Crambidae	Anania		hortulata	species	(Linnaeus, 1758)	accepted	A very common species throughout Belgium. One of the commonest members of the genus.	2020-04-25	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5405
4987	4987		Tortrix viridana Linnaeus, 1758	Animalia	Insecta	Lepidoptera		Tortrix		viridana	species	Linnaeus, 1758	accepted	A common species throughout Belgium, sometimes become a pest	2021-04-08	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4987
4621	4621		Pseudosciaphila branderiana (Linnaeus, 1758)	Animalia	Insecta	Lepidoptera		Pseudosciaphila		branderiana	species	(Linnaeus, 1758)	accepted	A very rare and local species in Belgium.	2021-04-12	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4621
4850	4850		Stigmella alnetella (Stainton, 1856)	Animalia	Insecta	Lepidoptera	Nepticulidae	Stigmella		alnetella	species	(Stainton, 1856)	accepted	A very rare and local species in Belgium.	2021-02-19	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4850
5117	5117		Crocallis elinguaria (Linnaeus, 1758)	Animalia	Insecta	Lepidoptera		Crocallis		elinguaria	species	(Linnaeus, 1758)	accepted	A common species throughout Belgium.	2021-04-06	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5117
5290	5290		Adela reaumurella (Linnaeus, 1758)	Animalia	Insecta	Lepidoptera		Adela		reaumurella	species	(Linnaeus, 1758)	accepted	A very common species throughout Belgium, often in big numbers flying around their host plants.	2021-05-17	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5290
6485	6485		Coleophora limoniella (Stainton, 1884)	Animalia	Insecta	Lepidoptera	Coleophoridae	Coleophora		limoniella	species	(Stainton, 1884)	accepted	A rare species in Belgium, only known from WV. It can be locally common to abundant where the food plant grows.	2021-03-25	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/6485
4848	4848		Stigmella aceris (Frey, 1857)	Animalia	Insecta	Lepidoptera	Nepticulidae	Stigmella		aceris	species	(Frey, 1857)	accepted	First record in 2006 in the south of Belgium. Since then, more and more observations became known from other provinces and the species seems to be fairly common now all over the country.	2021-01-15	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4848
4187	4187		Myelois circumvoluta (Fourcroy, 1785)	Animalia	Insecta	Lepidoptera		Myelois		circumvoluta	species	(Fourcroy, 1785)	accepted	A common species in the northern part of Belgium, less common in the south.	2021-01-21	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4187
4654	4654		Pyrausta aurata (Scopoli, 1763)	Animalia	Insecta	Lepidoptera	Crambidae	Pyrausta		aurata	species	(Scopoli, 1763)	accepted	A common species throughout Belgium.	2020-04-27	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4654
3901	3901		Hedya salicella (Linnaeus, 1758)	Animalia	Insecta	Lepidoptera		Hedya		salicella	species	(Linnaeus, 1758)	accepted	A common species throughout Belgium, especially in the northern part.	2021-04-12	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/3901
6127	6127		Etainia sericopeza (Zeller, 1839)	Animalia	Insecta	Lepidoptera	Nepticulidae	Etainia		sericopeza	species	(Zeller, 1839)	accepted	A rare species in Belgium. More than likely that the species is underrecorded due to the difficult search for mines in the fruits of his food plant.	2021-01-15	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/6127
4380	4380		Paracorsia repandalis (Denis & Schiffermüller, 1775)	Animalia	Insecta	Lepidoptera	Crambidae	Paracorsia		repandalis	species	(Denis & Schiffermüller, 1775)	accepted	An extreme rare migrant from southern Europe. So far known only 3 records for Belgium: one in 1906 (NA), 2018 (WV) en 2019 (HA).	2020-04-28	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4380
4375	4375		Paratalanta hyalinalis (Hübner, 1796)	Animalia	Insecta	Lepidoptera	Crambidae	Paratalanta		hyalinalis	species	(Hübner, 1796)	accepted	A very rare and local species in Belgium, mainly observed in the southern part of the country.	2020-08-06	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4375
5289	5289		Adela cuprella (Denis & Schiffermüller, 1775)	Animalia	Insecta	Lepidoptera		Adela		cuprella	species	(Denis & Schiffermüller, 1775)	accepted	A rather common species throughout Belgium.	2021-05-17	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5289
4417	4417		Pempelia palumbella (Denis & Schiffermüller, 1775)	Animalia	Insecta	Lepidoptera		Pempelia		palumbella	species	(Denis & Schiffermüller, 1775)	accepted	A rare species in Belgium, most observations from the Kempen area and the southern part of the country.	2021-01-21	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4417
4334	4334		Pammene albuginana (Guenée, 1845)	Animalia	Insecta	Lepidoptera		Pammene		albuginana	species	(Guenée, 1845)	accepted	A very rare but widespread species throughout Belgium.	2021-06-23	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4334
4656	4656		Pyrausta despicata (Scopoli, 1763)	Animalia	Insecta	Lepidoptera	Crambidae	Pyrausta		despicata	species	(Scopoli, 1763)	accepted	A common species throughout Belgium.	2020-04-28	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4656
5288	5288		Adela croesella (Scopoli, 1763)	Animalia	Insecta	Lepidoptera		Adela		croesella	species	(Scopoli, 1763)	accepted	A not so common species throughout Belgium.	2021-05-17	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5288
4655	4655		Pyrausta cingulata (Linnaeus, 1758)	Animalia	Insecta	Lepidoptera	Crambidae	Pyrausta		cingulata	species	(Linnaeus, 1758)	accepted	A very rare and local species in Belgium, not reported since a very long time. Presumably extinct.	2020-02-15	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4655
4409	4409		Pelochrista caecimaculana (Hübner, 1799)	Animalia	Insecta	Lepidoptera		Pelochrista		caecimaculana	species	(Hübner, 1799)	accepted	A very rare species in Belgium, mainly distributed in the southern part.	2021-04-08	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4409
6068	6068		Digitivalva arnicella (Heyden, 1863)	Animalia	Insecta	Lepidoptera		Digitivalva	Digitivalva	arnicella	species	(Heyden, 1863)	accepted	This very rare and local species was recorded only once from the Belgian fauna: LX, Bastogne, 1955-08-21, where an empty chrysalid was found in the pupation place on *Arnica montana*, leg. E. Janmoulle. It was rediscovered in 2018 in an adjacent province (LG) and this time leaf mines were found ([[PUB:Wullaert S. 2019b]]).	2021-03-02	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/6068
4123	4123		Metendothenia atropunctana (Zetterstedt, 1839)	Animalia	Insecta	Lepidoptera		Metendothenia		atropunctana	species	(Zetterstedt, 1839)	accepted	A fairly common species in Belgium, especially in the northeastern part. Rather rare in the southern part of the country.	2021-04-12	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4123
4643	4643		Pterophorus pentadactyla (Linnaeus, 1758)	Animalia	Insecta	Lepidoptera		Pterophorus		pentadactyla	species	(Linnaeus, 1758)	accepted	A very common species throughout Belgium, known from all provinces in every period.	2021-04-16	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4643
4764	4764		Scythris empetrella Karsholt & Nielsen, 1976	Animalia	Insecta	Lepidoptera	Scythrididae	Scythris		empetrella	species	Karsholt & Nielsen, 1976	accepted	Recorded only once from Belgium during an excursion to Kalmthout (AN) on 05.viii.1861, leg. E. Fologne, L. Mors & J. Weyers, where they found this species "very common on an arid sand dune without any vegetation, running more than flying".  <br>Nowadays probably extinct in our country.	2021-04-07	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4764
5298	5298		Aethes francillana (Fabricius, 1794)	Animalia	Insecta	Lepidoptera		Aethes		francillana	species	(Fabricius, 1794)	accepted	A very rare and local species in Belgium.	2021-03-06	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5298
5163	5163		Cydia pomonella (Linnaeus, 1758)	Animalia	Insecta	Lepidoptera		Cydia		pomonella	species	(Linnaeus, 1758)	accepted	A common species throughout Belgium. Sometimes a pest in apple orchards.	2021-03-14	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5163
6130	6130		Ectoedemia turbidella (Zeller, 1848)	Animalia	Insecta	Lepidoptera	Nepticulidae	Ectoedemia		turbidella	species	(Zeller, 1848)	accepted	A rather rare species in Belgium.	2021-04-08	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/6130
7757	7757		Blastobasis lacticolella Rebel, 1940	Animalia	Insecta	Lepidoptera	Blastobasidae	Blastobasis		lacticolella	species	Rebel, 1940	accepted	A very rare and recent (2017) species in Belgium, hitherto known only from the coast (WV).	2021-04-05	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/7757
5558	5558		Aristotelia brizella (Treitschke, 1833)	Animalia	Insecta	Lepidoptera		Aristotelia		brizella	species	(Treitschke, 1833)	accepted	A very rare and local species in Belgium.	2021-05-26	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5558
4805	4805		Sitochroa palealis (Denis & Schiffermüller, 1775)	Animalia	Insecta	Lepidoptera	Crambidae	Sitochroa		palealis	species	(Denis & Schiffermüller, 1775)	accepted	A fairly common immigrant throughout Belgium, which can establish itself temporarily for a certain period. Numbers can vary from year to year.	2021-04-14	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4805
3983	3983		Idaea dilutaria (Hübner, 1799)	Animalia	Insecta	Lepidoptera		Idaea		dilutaria	species	(Hübner, 1799)	accepted	A rare species in Belgium, confined to the southern provinces. Nowadays, all observations come from the limestone area, where in some places it can be numerous.	2021-03-25	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/3983
4882	4882		Stigmella paradoxa (Frey, 1858)	Animalia	Insecta	Lepidoptera	Nepticulidae	Stigmella		paradoxa	species	(Frey, 1858)	accepted	A very rare species in Belgium.	2021-01-15	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4882
5300	5300		Aethes margaritana (Haworth, 1811)	Animalia	Insecta	Lepidoptera		Aethes		margaritana	species	(Haworth, 1811)	accepted	A very rare and local species in Belgium.	2021-03-06	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/5300
6262	6262		Epinotia tenerana (Denis & Schiffermüller, 1775)	Animalia	Insecta	Lepidoptera		Epinotia		tenerana	species	(Denis & Schiffermüller, 1775)	accepted	A rather common species throughout Belgium, especially in the northern part.	2021-04-12	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/6262
4611	4611		Prolita sexpunctella (Fabricius, 1794)	Animalia	Insecta	Lepidoptera		Prolita		sexpunctella	species	(Fabricius, 1794)	accepted	A very rare and local species in the southern part of Belgium, rarely observed.	2021-05-26	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/4611
6845	6845	6129	Ectoedemia cursoriella (Zeller, 1848)	Animalia	Insecta	Lepidoptera	Nepticulidae	Ectoedemia		cursoriella	species	(Zeller, 1848)	synonym		2020-02-18	en	Host plant / substrate data / life stage details / ... are also available, see https://projects.biodiversity.be/lepidotera	https://projects.biodiversity.be/lepidoptera/species/6845
